model,forecast_date,target,target_end_date,location_name,point,quantile_0.025,quantile_0.975
ERDC,2020-06-15,55 day ahead inc hosp,2020-08-09,California,195,137,256
ERDC,2020-06-15,55 day ahead inc hosp,2020-08-09,Colorado,1,1,2
ERDC,2020-06-15,55 day ahead inc hosp,2020-08-09,Connecticut,0,0,0
ERDC,2020-06-15,55 day ahead inc hosp,2020-08-09,Delaware,0,0,0
ERDC,2020-06-15,55 day ahead inc hosp,2020-08-09,District of Columbia,0,0,1
ERDC,2020-06-15,55 day ahead inc hosp,2020-08-09,Florida,75,53,98
ERDC,2020-06-15,55 day ahead inc hosp,2020-08-09,Georgia,17,11,25
ERDC,2020-06-15,55 day ahead inc hosp,2020-08-09,Hawaii,0,0,0
ERDC,2020-06-15,55 day ahead inc hosp,2020-08-09,Idaho,0,0,1
ERDC,2020-06-15,55 day ahead inc hosp,2020-08-09,Illinois,3,2,4
ERDC,2020-06-15,55 day ahead inc hosp,2020-08-09,Indiana,5,3,9
ERDC,2020-06-15,55 day ahead inc hosp,2020-08-09,Iowa,1,0,2
ERDC,2020-06-15,55 day ahead inc hosp,2020-08-09,Kansas,0,0,0
ERDC,2020-06-15,55 day ahead inc hosp,2020-08-09,Kentucky,7,3,13
ERDC,2020-06-15,55 day ahead inc hosp,2020-08-09,Louisiana,1,0,3
ERDC,2020-06-15,55 day ahead inc hosp,2020-08-09,Maine,1,0,1
ERDC,2020-06-15,55 day ahead inc hosp,2020-08-09,Maryland,5,3,8
ERDC,2020-06-15,55 day ahead inc hosp,2020-08-09,Massachusetts,1,0,1
ERDC,2020-06-15,55 day ahead inc hosp,2020-08-09,Michigan,4,1,12
ERDC,2020-06-15,55 day ahead inc hosp,2020-08-09,Minnesota,0,0,1
ERDC,2020-06-15,55 day ahead inc hosp,2020-08-09,Mississippi,11,6,16
ERDC,2020-06-15,55 day ahead inc hosp,2020-08-09,Missouri,13,8,19
ERDC,2020-06-15,55 day ahead inc hosp,2020-08-09,Montana,0,0,0
ERDC,2020-06-15,55 day ahead inc hosp,2020-08-09,National,813,469,1211
ERDC,2020-06-15,55 day ahead inc hosp,2020-08-09,Nebraska,0,0,0
ERDC,2020-06-15,55 day ahead inc hosp,2020-08-09,Nevada,9,3,21
ERDC,2020-06-15,55 day ahead inc hosp,2020-08-09,New Hampshire,0,0,1
ERDC,2020-06-15,55 day ahead inc hosp,2020-08-09,New Jersey,0,0,0
ERDC,2020-06-15,55 day ahead inc hosp,2020-08-09,New Mexico,1,0,2
ERDC,2020-06-15,55 day ahead inc hosp,2020-08-09,New York,0,0,0
ERDC,2020-06-15,55 day ahead inc hosp,2020-08-09,North Carolina,47,19,91
ERDC,2020-06-15,55 day ahead inc hosp,2020-08-09,North Dakota,0,0,0
ERDC,2020-06-15,55 day ahead inc hosp,2020-08-09,Ohio,4,2,7
ERDC,2020-06-15,55 day ahead inc hosp,2020-08-09,Oklahoma,4,2,7
ERDC,2020-06-15,55 day ahead inc hosp,2020-08-09,Oregon,8,6,12
ERDC,2020-06-15,55 day ahead inc hosp,2020-08-09,Pennsylvania,5,3,6
ERDC,2020-06-15,55 day ahead inc hosp,2020-08-09,Rhode Island,0,0,0
ERDC,2020-06-15,55 day ahead inc hosp,2020-08-09,South Carolina,44,24,71
ERDC,2020-06-15,55 day ahead inc hosp,2020-08-09,South Dakota,0,0,1
ERDC,2020-06-15,55 day ahead inc hosp,2020-08-09,Tennessee,10,6,16
ERDC,2020-06-15,55 day ahead inc hosp,2020-08-09,Texas,158,113,203
ERDC,2020-06-15,55 day ahead inc hosp,2020-08-09,Utah,13,7,19
ERDC,2020-06-15,55 day ahead inc hosp,2020-08-09,Vermont,0,0,0
ERDC,2020-06-15,55 day ahead inc hosp,2020-08-09,Virginia,4,2,8
ERDC,2020-06-15,55 day ahead inc hosp,2020-08-09,Washington,5,3,7
ERDC,2020-06-15,55 day ahead inc hosp,2020-08-09,West Virginia,1,1,2
ERDC,2020-06-15,55 day ahead inc hosp,2020-08-09,Wisconsin,3,2,4
ERDC,2020-06-15,55 day ahead inc hosp,2020-08-09,Wyoming,0,0,1
Covid19Sim,2020-06-15,57 day ahead inc hosp,2020-08-10,Alabama,137,121,183
Covid19Sim,2020-06-15,57 day ahead inc hosp,2020-08-10,Alaska,0,0,0
Covid19Sim,2020-06-15,57 day ahead inc hosp,2020-08-10,Arizona,257,129,519
Covid19Sim,2020-06-15,57 day ahead inc hosp,2020-08-10,Arkansas,35,31,56
Covid19Sim,2020-06-15,57 day ahead inc hosp,2020-08-10,California,925,826,1126
Covid19Sim,2020-06-15,57 day ahead inc hosp,2020-08-10,Colorado,15,14,16
Covid19Sim,2020-06-15,57 day ahead inc hosp,2020-08-10,Connecticut,10,9,11
Covid19Sim,2020-06-15,57 day ahead inc hosp,2020-08-10,Delaware,3,2,7
Covid19Sim,2020-06-15,57 day ahead inc hosp,2020-08-10,District of Columbia,11,9,38
Covid19Sim,2020-06-15,57 day ahead inc hosp,2020-08-10,Florida,78,46,98
Covid19Sim,2020-06-15,57 day ahead inc hosp,2020-08-10,Georgia,72,69,74
Covid19Sim,2020-06-15,57 day ahead inc hosp,2020-08-10,Hawaii,0,0,0
Covid19Sim,2020-06-15,57 day ahead inc hosp,2020-08-10,Idaho,11,8,13
Covid19Sim,2020-06-15,57 day ahead inc hosp,2020-08-10,Illinois,94,88,100
Covid19Sim,2020-06-15,57 day ahead inc hosp,2020-08-10,Indiana,34,29,38
Covid19Sim,2020-06-15,57 day ahead inc hosp,2020-08-10,Iowa,19,12,42
Covid19Sim,2020-06-15,57 day ahead inc hosp,2020-08-10,Kansas,6,5,7
Covid19Sim,2020-06-15,57 day ahead inc hosp,2020-08-10,Kentucky,52,45,127
Covid19Sim,2020-06-15,57 day ahead inc hosp,2020-08-10,Louisiana,42,40,49
Covid19Sim,2020-06-15,57 day ahead inc hosp,2020-08-10,Maine,6,5,26
Covid19Sim,2020-06-15,57 day ahead inc hosp,2020-08-10,Maryland,103,92,119
Covid19Sim,2020-06-15,57 day ahead inc hosp,2020-08-10,Massachusetts,49,46,56
Covid19Sim,2020-06-15,57 day ahead inc hosp,2020-08-10,Michigan,28,25,30
Covid19Sim,2020-06-15,57 day ahead inc hosp,2020-08-10,Minnesota,12,10,30
Covid19Sim,2020-06-15,57 day ahead inc hosp,2020-08-10,Mississippi,70,38,133
Covid19Sim,2020-06-15,57 day ahead inc hosp,2020-08-10,Missouri,43,35,65
Covid19Sim,2020-06-15,57 day ahead inc hosp,2020-08-10,Montana,0,0,0
Covid19Sim,2020-06-15,57 day ahead inc hosp,2020-08-10,National,3383,2781,4614
Covid19Sim,2020-06-15,57 day ahead inc hosp,2020-08-10,Nebraska,19,15,20
Covid19Sim,2020-06-15,57 day ahead inc hosp,2020-08-10,Nevada,22,17,42
Covid19Sim,2020-06-15,57 day ahead inc hosp,2020-08-10,New Hampshire,8,1,11
Covid19Sim,2020-06-15,57 day ahead inc hosp,2020-08-10,New Jersey,30,23,37
Covid19Sim,2020-06-15,57 day ahead inc hosp,2020-08-10,New Mexico,16,7,34
Covid19Sim,2020-06-15,57 day ahead inc hosp,2020-08-10,New York,66,58,77
Covid19Sim,2020-06-15,57 day ahead inc hosp,2020-08-10,North Carolina,145,132,167
Covid19Sim,2020-06-15,57 day ahead inc hosp,2020-08-10,North Dakota,4,2,10
Covid19Sim,2020-06-15,57 day ahead inc hosp,2020-08-10,Ohio,36,31,46
Covid19Sim,2020-06-15,57 day ahead inc hosp,2020-08-10,Oklahoma,11,5,14
Covid19Sim,2020-06-15,57 day ahead inc hosp,2020-08-10,Oregon,19,15,42
Covid19Sim,2020-06-15,57 day ahead inc hosp,2020-08-10,Pennsylvania,73,27,101
Covid19Sim,2020-06-15,57 day ahead inc hosp,2020-08-10,Puerto Rico,22,19,38
Covid19Sim,2020-06-15,57 day ahead inc hosp,2020-08-10,Rhode Island,10,4,18
Covid19Sim,2020-06-15,57 day ahead inc hosp,2020-08-10,South Carolina,85,56,181
Covid19Sim,2020-06-15,57 day ahead inc hosp,2020-08-10,South Dakota,11,9,15
Covid19Sim,2020-06-15,57 day ahead inc hosp,2020-08-10,Tennessee,40,30,45
Covid19Sim,2020-06-15,57 day ahead inc hosp,2020-08-10,Texas,376,363,399
Covid19Sim,2020-06-15,57 day ahead inc hosp,2020-08-10,Utah,105,89,136
Covid19Sim,2020-06-15,57 day ahead inc hosp,2020-08-10,Vermont,5,4,6
Covid19Sim,2020-06-15,57 day ahead inc hosp,2020-08-10,Virginia,43,32,55
Covid19Sim,2020-06-15,57 day ahead inc hosp,2020-08-10,Washington,48,44,57
Covid19Sim,2020-06-15,57 day ahead inc hosp,2020-08-10,West Virginia,5,0,18
Covid19Sim,2020-06-15,57 day ahead inc hosp,2020-08-10,Wisconsin,73,66,82
Covid19Sim,2020-06-15,57 day ahead inc hosp,2020-08-10,Wyoming,0,0,1
IHME,2020-06-15,56 day ahead inc hosp,2020-08-10,Alabama,101,30,316
IHME,2020-06-15,56 day ahead inc hosp,2020-08-10,Alaska,1,0,8
IHME,2020-06-15,56 day ahead inc hosp,2020-08-10,Arizona,236,34,967
IHME,2020-06-15,56 day ahead inc hosp,2020-08-10,Arkansas,56,8,204
IHME,2020-06-15,56 day ahead inc hosp,2020-08-10,California,300,149,628
IHME,2020-06-15,56 day ahead inc hosp,2020-08-10,Colorado,165,8,1092
IHME,2020-06-15,56 day ahead inc hosp,2020-08-10,Connecticut,5,0,18
IHME,2020-06-15,56 day ahead inc hosp,2020-08-10,Delaware,5,0,14
IHME,2020-06-15,56 day ahead inc hosp,2020-08-10,District of Columbia,6,3,17
IHME,2020-06-15,56 day ahead inc hosp,2020-08-10,Florida,517,183,1641
IHME,2020-06-15,56 day ahead inc hosp,2020-08-10,Georgia,351,89,1228
IHME,2020-06-15,56 day ahead inc hosp,2020-08-10,Hawaii,0,0,0
IHME,2020-06-15,56 day ahead inc hosp,2020-08-10,Idaho,0,0,0
IHME,2020-06-15,56 day ahead inc hosp,2020-08-10,Illinois,55,13,134
IHME,2020-06-15,56 day ahead inc hosp,2020-08-10,Indiana,38,18,79
IHME,2020-06-15,56 day ahead inc hosp,2020-08-10,Iowa,21,7,46
IHME,2020-06-15,56 day ahead inc hosp,2020-08-10,Kansas,6,2,14
IHME,2020-06-15,56 day ahead inc hosp,2020-08-10,Kentucky,11,3,29
IHME,2020-06-15,56 day ahead inc hosp,2020-08-10,Louisiana,40,11,119
IHME,2020-06-15,56 day ahead inc hosp,2020-08-10,Maine,3,0,7
IHME,2020-06-15,56 day ahead inc hosp,2020-08-10,Maryland,101,44,200
IHME,2020-06-15,56 day ahead inc hosp,2020-08-10,Massachusetts,14,6,30
IHME,2020-06-15,56 day ahead inc hosp,2020-08-10,Michigan,72,28,146
IHME,2020-06-15,56 day ahead inc hosp,2020-08-10,Minnesota,57,15,129
IHME,2020-06-15,56 day ahead inc hosp,2020-08-10,Mississippi,12,3,25
IHME,2020-06-15,56 day ahead inc hosp,2020-08-10,Missouri,25,7,68
IHME,2020-06-15,56 day ahead inc hosp,2020-08-10,Montana,0,0,4
IHME,2020-06-15,56 day ahead inc hosp,2020-08-10,National,2943,1782,5520
IHME,2020-06-15,56 day ahead inc hosp,2020-08-10,Nebraska,16,0,98
IHME,2020-06-15,56 day ahead inc hosp,2020-08-10,Nevada,13,3,54
IHME,2020-06-15,56 day ahead inc hosp,2020-08-10,New Hampshire,17,4,60
IHME,2020-06-15,56 day ahead inc hosp,2020-08-10,New Jersey,39,15,86
IHME,2020-06-15,56 day ahead inc hosp,2020-08-10,New Mexico,19,0,98
IHME,2020-06-15,56 day ahead inc hosp,2020-08-10,New York,47,19,102
IHME,2020-06-15,56 day ahead inc hosp,2020-08-10,North Carolina,60,21,128
IHME,2020-06-15,56 day ahead inc hosp,2020-08-10,North Dakota,1,0,5
IHME,2020-06-15,56 day ahead inc hosp,2020-08-10,Ohio,34,12,72
IHME,2020-06-15,56 day ahead inc hosp,2020-08-10,Oklahoma,7,3,20
IHME,2020-06-15,56 day ahead inc hosp,2020-08-10,Oregon,22,6,72
IHME,2020-06-15,56 day ahead inc hosp,2020-08-10,Pennsylvania,77,28,189
IHME,2020-06-15,56 day ahead inc hosp,2020-08-10,Rhode Island,6,3,14
IHME,2020-06-15,56 day ahead inc hosp,2020-08-10,South Carolina,98,25,325
IHME,2020-06-15,56 day ahead inc hosp,2020-08-10,South Dakota,3,0,14
IHME,2020-06-15,56 day ahead inc hosp,2020-08-10,Tennessee,56,13,170
IHME,2020-06-15,56 day ahead inc hosp,2020-08-10,Texas,142,57,383
IHME,2020-06-15,56 day ahead inc hosp,2020-08-10,Utah,26,6,84
IHME,2020-06-15,56 day ahead inc hosp,2020-08-10,Vermont,0,0,0
IHME,2020-06-15,56 day ahead inc hosp,2020-08-10,Virginia,21,8,46
IHME,2020-06-15,56 day ahead inc hosp,2020-08-10,Washington,16,7,35
IHME,2020-06-15,56 day ahead inc hosp,2020-08-10,West Virginia,2,0,7
IHME,2020-06-15,56 day ahead inc hosp,2020-08-10,Wisconsin,26,8,55
IHME,2020-06-15,56 day ahead inc hosp,2020-08-10,Wyoming,0,0,4
ERDC,2020-06-15,56 day ahead inc hosp,2020-08-10,Alabama,13,8,22
ERDC,2020-06-15,56 day ahead inc hosp,2020-08-10,Alaska,1,0,1
ERDC,2020-06-15,56 day ahead inc hosp,2020-08-10,Arizona,125,30,194
ERDC,2020-06-15,56 day ahead inc hosp,2020-08-10,Arkansas,11,4,35
ERDC,2020-06-15,56 day ahead inc hosp,2020-08-10,California,192,134,252
ERDC,2020-06-15,56 day ahead inc hosp,2020-08-10,Colorado,1,0,2
ERDC,2020-06-15,56 day ahead inc hosp,2020-08-10,Connecticut,0,0,0
ERDC,2020-06-15,56 day ahead inc hosp,2020-08-10,Delaware,0,0,0
ERDC,2020-06-15,56 day ahead inc hosp,2020-08-10,District of Columbia,0,0,1
ERDC,2020-06-15,56 day ahead inc hosp,2020-08-10,Florida,74,52,97
ERDC,2020-06-15,56 day ahead inc hosp,2020-08-10,Georgia,16,11,25
ERDC,2020-06-15,56 day ahead inc hosp,2020-08-10,Hawaii,0,0,0
ERDC,2020-06-15,56 day ahead inc hosp,2020-08-10,Idaho,0,0,1
ERDC,2020-06-15,56 day ahead inc hosp,2020-08-10,Illinois,3,2,3
ERDC,2020-06-15,56 day ahead inc hosp,2020-08-10,Indiana,5,3,9
ERDC,2020-06-15,56 day ahead inc hosp,2020-08-10,Iowa,1,0,1
ERDC,2020-06-15,56 day ahead inc hosp,2020-08-10,Kansas,0,0,0
ERDC,2020-06-15,56 day ahead inc hosp,2020-08-10,Kentucky,7,3,13
ERDC,2020-06-15,56 day ahead inc hosp,2020-08-10,Louisiana,1,0,3
ERDC,2020-06-15,56 day ahead inc hosp,2020-08-10,Maine,1,0,1
ERDC,2020-06-15,56 day ahead inc hosp,2020-08-10,Maryland,5,3,8
ERDC,2020-06-15,56 day ahead inc hosp,2020-08-10,Massachusetts,0,0,1
ERDC,2020-06-15,56 day ahead inc hosp,2020-08-10,Michigan,4,1,11
ERDC,2020-06-15,56 day ahead inc hosp,2020-08-10,Minnesota,0,0,1
ERDC,2020-06-15,56 day ahead inc hosp,2020-08-10,Mississippi,11,6,15
ERDC,2020-06-15,56 day ahead inc hosp,2020-08-10,Missouri,13,8,19
ERDC,2020-06-15,56 day ahead inc hosp,2020-08-10,Montana,0,0,0
ERDC,2020-06-15,56 day ahead inc hosp,2020-08-10,National,796,457,1191
ERDC,2020-06-15,56 day ahead inc hosp,2020-08-10,Nebraska,0,0,0
ERDC,2020-06-15,56 day ahead inc hosp,2020-08-10,Nevada,9,3,21
ERDC,2020-06-15,56 day ahead inc hosp,2020-08-10,New Hampshire,0,0,1
ERDC,2020-06-15,56 day ahead inc hosp,2020-08-10,New Jersey,0,0,0
ERDC,2020-06-15,56 day ahead inc hosp,2020-08-10,New Mexico,1,0,2
ERDC,2020-06-15,56 day ahead inc hosp,2020-08-10,New York,0,0,0
ERDC,2020-06-15,56 day ahead inc hosp,2020-08-10,North Carolina,46,18,89
ERDC,2020-06-15,56 day ahead inc hosp,2020-08-10,North Dakota,0,0,0
ERDC,2020-06-15,56 day ahead inc hosp,2020-08-10,Ohio,3,2,7
ERDC,2020-06-15,56 day ahead inc hosp,2020-08-10,Oklahoma,4,2,7
ERDC,2020-06-15,56 day ahead inc hosp,2020-08-10,Oregon,8,6,12
ERDC,2020-06-15,56 day ahead inc hosp,2020-08-10,Pennsylvania,4,3,6
ERDC,2020-06-15,56 day ahead inc hosp,2020-08-10,Rhode Island,0,0,0
ERDC,2020-06-15,56 day ahead inc hosp,2020-08-10,South Carolina,43,23,69
ERDC,2020-06-15,56 day ahead inc hosp,2020-08-10,South Dakota,0,0,1
ERDC,2020-06-15,56 day ahead inc hosp,2020-08-10,Tennessee,10,6,16
ERDC,2020-06-15,56 day ahead inc hosp,2020-08-10,Texas,156,111,201
ERDC,2020-06-15,56 day ahead inc hosp,2020-08-10,Utah,13,7,19
ERDC,2020-06-15,56 day ahead inc hosp,2020-08-10,Vermont,0,0,0
ERDC,2020-06-15,56 day ahead inc hosp,2020-08-10,Virginia,4,2,8
ERDC,2020-06-15,56 day ahead inc hosp,2020-08-10,Washington,5,3,7
ERDC,2020-06-15,56 day ahead inc hosp,2020-08-10,West Virginia,1,1,2
ERDC,2020-06-15,56 day ahead inc hosp,2020-08-10,Wisconsin,2,2,4
ERDC,2020-06-15,56 day ahead inc hosp,2020-08-10,Wyoming,0,0,1
Covid19Sim,2020-06-15,58 day ahead inc hosp,2020-08-11,Alabama,138,122,183
Covid19Sim,2020-06-15,58 day ahead inc hosp,2020-08-11,Alaska,0,0,0
Covid19Sim,2020-06-15,58 day ahead inc hosp,2020-08-11,Arizona,256,129,520
Covid19Sim,2020-06-15,58 day ahead inc hosp,2020-08-11,Arkansas,35,31,56
Covid19Sim,2020-06-15,58 day ahead inc hosp,2020-08-11,California,934,832,1140
Covid19Sim,2020-06-15,58 day ahead inc hosp,2020-08-11,Colorado,15,14,16
Covid19Sim,2020-06-15,58 day ahead inc hosp,2020-08-11,Connecticut,10,9,11
Covid19Sim,2020-06-15,58 day ahead inc hosp,2020-08-11,Delaware,3,2,7
Covid19Sim,2020-06-15,58 day ahead inc hosp,2020-08-11,District of Columbia,11,9,38
Covid19Sim,2020-06-15,58 day ahead inc hosp,2020-08-11,Florida,77,46,97
Covid19Sim,2020-06-15,58 day ahead inc hosp,2020-08-11,Georgia,72,69,74
Covid19Sim,2020-06-15,58 day ahead inc hosp,2020-08-11,Hawaii,0,0,0
Covid19Sim,2020-06-15,58 day ahead inc hosp,2020-08-11,Idaho,11,8,14
Covid19Sim,2020-06-15,58 day ahead inc hosp,2020-08-11,Illinois,93,87,99
Covid19Sim,2020-06-15,58 day ahead inc hosp,2020-08-11,Indiana,33,29,37
Covid19Sim,2020-06-15,58 day ahead inc hosp,2020-08-11,Iowa,18,12,42
Covid19Sim,2020-06-15,58 day ahead inc hosp,2020-08-11,Kansas,6,5,7
Covid19Sim,2020-06-15,58 day ahead inc hosp,2020-08-11,Kentucky,52,45,126
Covid19Sim,2020-06-15,58 day ahead inc hosp,2020-08-11,Louisiana,42,40,48
Covid19Sim,2020-06-15,58 day ahead inc hosp,2020-08-11,Maine,6,5,26
Covid19Sim,2020-06-15,58 day ahead inc hosp,2020-08-11,Maryland,104,93,120
Covid19Sim,2020-06-15,58 day ahead inc hosp,2020-08-11,Massachusetts,49,46,56
Covid19Sim,2020-06-15,58 day ahead inc hosp,2020-08-11,Michigan,28,25,30
Covid19Sim,2020-06-15,58 day ahead inc hosp,2020-08-11,Minnesota,12,10,30
Covid19Sim,2020-06-15,58 day ahead inc hosp,2020-08-11,Mississippi,69,37,133
Covid19Sim,2020-06-15,58 day ahead inc hosp,2020-08-11,Missouri,42,35,64
Covid19Sim,2020-06-15,58 day ahead inc hosp,2020-08-11,Montana,0,0,0
Covid19Sim,2020-06-15,58 day ahead inc hosp,2020-08-11,National,3386,2785,4626
Covid19Sim,2020-06-15,58 day ahead inc hosp,2020-08-11,Nebraska,19,15,20
Covid19Sim,2020-06-15,58 day ahead inc hosp,2020-08-11,Nevada,22,16,41
Covid19Sim,2020-06-15,58 day ahead inc hosp,2020-08-11,New Hampshire,8,1,11
Covid19Sim,2020-06-15,58 day ahead inc hosp,2020-08-11,New Jersey,30,23,36
Covid19Sim,2020-06-15,58 day ahead inc hosp,2020-08-11,New Mexico,16,7,34
Covid19Sim,2020-06-15,58 day ahead inc hosp,2020-08-11,New York,65,57,76
Covid19Sim,2020-06-15,58 day ahead inc hosp,2020-08-11,North Carolina,146,133,168
Covid19Sim,2020-06-15,58 day ahead inc hosp,2020-08-11,North Dakota,4,2,10
Covid19Sim,2020-06-15,58 day ahead inc hosp,2020-08-11,Ohio,36,31,46
Covid19Sim,2020-06-15,58 day ahead inc hosp,2020-08-11,Oklahoma,11,5,14
Covid19Sim,2020-06-15,58 day ahead inc hosp,2020-08-11,Oregon,19,15,41
Covid19Sim,2020-06-15,58 day ahead inc hosp,2020-08-11,Pennsylvania,73,27,101
Covid19Sim,2020-06-15,58 day ahead inc hosp,2020-08-11,Puerto Rico,22,19,37
Covid19Sim,2020-06-15,58 day ahead inc hosp,2020-08-11,Rhode Island,10,4,18
Covid19Sim,2020-06-15,58 day ahead inc hosp,2020-08-11,South Carolina,85,56,181
Covid19Sim,2020-06-15,58 day ahead inc hosp,2020-08-11,South Dakota,11,9,15
Covid19Sim,2020-06-15,58 day ahead inc hosp,2020-08-11,Tennessee,39,30,45
Covid19Sim,2020-06-15,58 day ahead inc hosp,2020-08-11,Texas,377,364,401
Covid19Sim,2020-06-15,58 day ahead inc hosp,2020-08-11,Utah,106,90,138
Covid19Sim,2020-06-15,58 day ahead inc hosp,2020-08-11,Vermont,5,4,6
Covid19Sim,2020-06-15,58 day ahead inc hosp,2020-08-11,Virginia,43,31,54
Covid19Sim,2020-06-15,58 day ahead inc hosp,2020-08-11,Washington,49,44,57
Covid19Sim,2020-06-15,58 day ahead inc hosp,2020-08-11,West Virginia,5,0,18
Covid19Sim,2020-06-15,58 day ahead inc hosp,2020-08-11,Wisconsin,73,66,83
Covid19Sim,2020-06-15,58 day ahead inc hosp,2020-08-11,Wyoming,0,0,1
IHME,2020-06-15,57 day ahead inc hosp,2020-08-11,Alabama,101,30,323
IHME,2020-06-15,57 day ahead inc hosp,2020-08-11,Alaska,1,0,10
IHME,2020-06-15,57 day ahead inc hosp,2020-08-11,Arizona,233,34,995
IHME,2020-06-15,57 day ahead inc hosp,2020-08-11,Arkansas,57,8,217
IHME,2020-06-15,57 day ahead inc hosp,2020-08-11,California,302,151,664
IHME,2020-06-15,57 day ahead inc hosp,2020-08-11,Colorado,167,7,1087
IHME,2020-06-15,57 day ahead inc hosp,2020-08-11,Connecticut,5,0,17
IHME,2020-06-15,57 day ahead inc hosp,2020-08-11,Delaware,4,0,13
IHME,2020-06-15,57 day ahead inc hosp,2020-08-11,District of Columbia,6,3,18
IHME,2020-06-15,57 day ahead inc hosp,2020-08-11,Florida,523,182,1705
IHME,2020-06-15,57 day ahead inc hosp,2020-08-11,Georgia,356,89,1233
IHME,2020-06-15,57 day ahead inc hosp,2020-08-11,Hawaii,0,0,0
IHME,2020-06-15,57 day ahead inc hosp,2020-08-11,Idaho,0,0,0
IHME,2020-06-15,57 day ahead inc hosp,2020-08-11,Illinois,54,13,136
IHME,2020-06-15,57 day ahead inc hosp,2020-08-11,Indiana,39,18,77
IHME,2020-06-15,57 day ahead inc hosp,2020-08-11,Iowa,21,7,45
IHME,2020-06-15,57 day ahead inc hosp,2020-08-11,Kansas,5,2,13
IHME,2020-06-15,57 day ahead inc hosp,2020-08-11,Kentucky,11,3,30
IHME,2020-06-15,57 day ahead inc hosp,2020-08-11,Louisiana,40,11,128
IHME,2020-06-15,57 day ahead inc hosp,2020-08-11,Maine,3,0,7
IHME,2020-06-15,57 day ahead inc hosp,2020-08-11,Maryland,101,42,196
IHME,2020-06-15,57 day ahead inc hosp,2020-08-11,Massachusetts,14,6,28
IHME,2020-06-15,57 day ahead inc hosp,2020-08-11,Michigan,72,28,145
IHME,2020-06-15,57 day ahead inc hosp,2020-08-11,Minnesota,57,14,131
IHME,2020-06-15,57 day ahead inc hosp,2020-08-11,Mississippi,11,3,25
IHME,2020-06-15,57 day ahead inc hosp,2020-08-11,Missouri,25,7,72
IHME,2020-06-15,57 day ahead inc hosp,2020-08-11,Montana,0,0,4
IHME,2020-06-15,57 day ahead inc hosp,2020-08-11,National,2957,1797,5666
IHME,2020-06-15,57 day ahead inc hosp,2020-08-11,Nebraska,16,0,95
IHME,2020-06-15,57 day ahead inc hosp,2020-08-11,Nevada,13,3,52
IHME,2020-06-15,57 day ahead inc hosp,2020-08-11,New Hampshire,17,4,58
IHME,2020-06-15,57 day ahead inc hosp,2020-08-11,New Jersey,38,14,88
IHME,2020-06-15,57 day ahead inc hosp,2020-08-11,New Mexico,19,0,101
IHME,2020-06-15,57 day ahead inc hosp,2020-08-11,New York,46,18,109
IHME,2020-06-15,57 day ahead inc hosp,2020-08-11,North Carolina,60,20,134
IHME,2020-06-15,57 day ahead inc hosp,2020-08-11,North Dakota,1,0,5
IHME,2020-06-15,57 day ahead inc hosp,2020-08-11,Ohio,34,12,72
IHME,2020-06-15,57 day ahead inc hosp,2020-08-11,Oklahoma,7,3,21
IHME,2020-06-15,57 day ahead inc hosp,2020-08-11,Oregon,23,6,78
IHME,2020-06-15,57 day ahead inc hosp,2020-08-11,Pennsylvania,76,27,191
IHME,2020-06-15,57 day ahead inc hosp,2020-08-11,Rhode Island,6,3,14
IHME,2020-06-15,57 day ahead inc hosp,2020-08-11,South Carolina,97,24,340
IHME,2020-06-15,57 day ahead inc hosp,2020-08-11,South Dakota,3,0,14
IHME,2020-06-15,57 day ahead inc hosp,2020-08-11,Tennessee,56,13,180
IHME,2020-06-15,57 day ahead inc hosp,2020-08-11,Texas,143,60,380
IHME,2020-06-15,57 day ahead inc hosp,2020-08-11,Utah,26,6,83
IHME,2020-06-15,57 day ahead inc hosp,2020-08-11,Vermont,0,0,0
IHME,2020-06-15,57 day ahead inc hosp,2020-08-11,Virginia,21,8,46
IHME,2020-06-15,57 day ahead inc hosp,2020-08-11,Washington,16,7,34
IHME,2020-06-15,57 day ahead inc hosp,2020-08-11,West Virginia,2,0,7
IHME,2020-06-15,57 day ahead inc hosp,2020-08-11,Wisconsin,25,8,61
IHME,2020-06-15,57 day ahead inc hosp,2020-08-11,Wyoming,0,0,4
ERDC,2020-06-15,57 day ahead inc hosp,2020-08-11,Alabama,13,8,22
ERDC,2020-06-15,57 day ahead inc hosp,2020-08-11,Alaska,1,0,1
ERDC,2020-06-15,57 day ahead inc hosp,2020-08-11,Arizona,121,29,189
ERDC,2020-06-15,57 day ahead inc hosp,2020-08-11,Arkansas,11,4,34
ERDC,2020-06-15,57 day ahead inc hosp,2020-08-11,California,188,130,249
ERDC,2020-06-15,57 day ahead inc hosp,2020-08-11,Colorado,1,0,2
ERDC,2020-06-15,57 day ahead inc hosp,2020-08-11,Connecticut,0,0,0
ERDC,2020-06-15,57 day ahead inc hosp,2020-08-11,Delaware,0,0,0
ERDC,2020-06-15,57 day ahead inc hosp,2020-08-11,District of Columbia,0,0,1
ERDC,2020-06-15,57 day ahead inc hosp,2020-08-11,Florida,73,51,96
ERDC,2020-06-15,57 day ahead inc hosp,2020-08-11,Georgia,16,10,24
ERDC,2020-06-15,57 day ahead inc hosp,2020-08-11,Hawaii,0,0,0
ERDC,2020-06-15,57 day ahead inc hosp,2020-08-11,Idaho,0,0,1
ERDC,2020-06-15,57 day ahead inc hosp,2020-08-11,Illinois,2,1,3
