model,forecast_date,target,location_name,point,quantile_0.025,quantile_0.975
CU-select,2020-06-01,25 day ahead inc hosp,Wisconsin,150,59,310
CU-select,2020-06-01,25 day ahead inc hosp,Wyoming,0,0,4
GT-DeepCOVID,2020-06-01,24 day ahead inc hosp,Arizona,295,0,479
GT-DeepCOVID,2020-06-01,24 day ahead inc hosp,Arkansas,24,0,51
GT-DeepCOVID,2020-06-01,24 day ahead inc hosp,California,288,0,713
GT-DeepCOVID,2020-06-01,24 day ahead inc hosp,Colorado,48,0,137
GT-DeepCOVID,2020-06-01,24 day ahead inc hosp,Delaware,17,0,47
GT-DeepCOVID,2020-06-01,24 day ahead inc hosp,District of Columbia,112,0,426
GT-DeepCOVID,2020-06-01,24 day ahead inc hosp,Florida,138,0,244
GT-DeepCOVID,2020-06-01,24 day ahead inc hosp,Georgia,108,0,240
GT-DeepCOVID,2020-06-01,24 day ahead inc hosp,Idaho,2,0,4
GT-DeepCOVID,2020-06-01,24 day ahead inc hosp,Illinois,109,0,306
GT-DeepCOVID,2020-06-01,24 day ahead inc hosp,Indiana,3,0,27
GT-DeepCOVID,2020-06-01,24 day ahead inc hosp,Iowa,0,0,2
GT-DeepCOVID,2020-06-01,24 day ahead inc hosp,Kansas,5,0,15
GT-DeepCOVID,2020-06-01,24 day ahead inc hosp,Louisiana,75,0,179
GT-DeepCOVID,2020-06-01,24 day ahead inc hosp,Maine,9,0,15
GT-DeepCOVID,2020-06-01,24 day ahead inc hosp,Minnesota,47,0,171
GT-DeepCOVID,2020-06-01,24 day ahead inc hosp,Mississippi,64,0,100
GT-DeepCOVID,2020-06-01,24 day ahead inc hosp,Missouri,92,0,151
GT-DeepCOVID,2020-06-01,24 day ahead inc hosp,Montana,1,0,3
GT-DeepCOVID,2020-06-01,24 day ahead inc hosp,National,3744,1204,6326
GT-DeepCOVID,2020-06-01,24 day ahead inc hosp,Nevada,68,0,159
GT-DeepCOVID,2020-06-01,24 day ahead inc hosp,New Hampshire,9,0,22
GT-DeepCOVID,2020-06-01,24 day ahead inc hosp,North Carolina,120,0,168
GT-DeepCOVID,2020-06-01,24 day ahead inc hosp,North Dakota,0,0,1
GT-DeepCOVID,2020-06-01,24 day ahead inc hosp,Ohio,97,0,219
GT-DeepCOVID,2020-06-01,24 day ahead inc hosp,Oklahoma,12,0,29
GT-DeepCOVID,2020-06-01,24 day ahead inc hosp,Oregon,6,0,14
GT-DeepCOVID,2020-06-01,24 day ahead inc hosp,South Carolina,21,0,37
GT-DeepCOVID,2020-06-01,24 day ahead inc hosp,South Dakota,35,0,61
GT-DeepCOVID,2020-06-01,24 day ahead inc hosp,Tennessee,41,0,66
GT-DeepCOVID,2020-06-01,24 day ahead inc hosp,Utah,45,0,100
GT-DeepCOVID,2020-06-01,24 day ahead inc hosp,Vermont,0,0,1
GT-DeepCOVID,2020-06-01,24 day ahead inc hosp,West Virginia,1,0,4
GT-DeepCOVID,2020-06-01,24 day ahead inc hosp,Wisconsin,90,0,137
GT-DeepCOVID,2020-06-01,24 day ahead inc hosp,Wyoming,1,0,2
IHME-CurveFit,2020-06-01,27 day ahead inc hosp,Alabama,9,0,42
IHME-CurveFit,2020-06-01,27 day ahead inc hosp,Alaska,0,0,0
IHME-CurveFit,2020-06-01,27 day ahead inc hosp,Arizona,105,6,567
IHME-CurveFit,2020-06-01,27 day ahead inc hosp,Arkansas,18,0,156
IHME-CurveFit,2020-06-01,27 day ahead inc hosp,California,510,138,1988
IHME-CurveFit,2020-06-01,27 day ahead inc hosp,Colorado,87,8,552
IHME-CurveFit,2020-06-01,27 day ahead inc hosp,Connecticut,12,2,36
IHME-CurveFit,2020-06-01,27 day ahead inc hosp,Delaware,1,0,8
IHME-CurveFit,2020-06-01,27 day ahead inc hosp,District of Columbia,10,0,60
IHME-CurveFit,2020-06-01,27 day ahead inc hosp,Florida,71,17,235
IHME-CurveFit,2020-06-01,27 day ahead inc hosp,Georgia,39,6,149
IHME-CurveFit,2020-06-01,27 day ahead inc hosp,Hawaii,0,0,0
IHME-CurveFit,2020-06-01,27 day ahead inc hosp,Idaho,0,0,0
IHME-CurveFit,2020-06-01,27 day ahead inc hosp,Illinois,50,9,124
IHME-CurveFit,2020-06-01,27 day ahead inc hosp,Indiana,24,4,55
IHME-CurveFit,2020-06-01,27 day ahead inc hosp,Iowa,37,4,110
IHME-CurveFit,2020-06-01,27 day ahead inc hosp,Kansas,0,0,0
IHME-CurveFit,2020-06-01,27 day ahead inc hosp,Kentucky,4,0,20
IHME-CurveFit,2020-06-01,27 day ahead inc hosp,Louisiana,9,0,22
IHME-CurveFit,2020-06-01,27 day ahead inc hosp,Maine,3,0,30
IHME-CurveFit,2020-06-01,27 day ahead inc hosp,Maryland,33,5,81
IHME-CurveFit,2020-06-01,27 day ahead inc hosp,Massachusetts,47,8,189
IHME-CurveFit,2020-06-01,27 day ahead inc hosp,Michigan,18,2,85
IHME-CurveFit,2020-06-01,27 day ahead inc hosp,Minnesota,28,6,99
IHME-CurveFit,2020-06-01,27 day ahead inc hosp,Mississippi,8,0,25
IHME-CurveFit,2020-06-01,27 day ahead inc hosp,Missouri,15,0,50
IHME-CurveFit,2020-06-01,27 day ahead inc hosp,Montana,0,0,0
IHME-CurveFit,2020-06-01,27 day ahead inc hosp,National,1544,336,6115
IHME-CurveFit,2020-06-01,27 day ahead inc hosp,Nebraska,14,0,101
IHME-CurveFit,2020-06-01,27 day ahead inc hosp,Nevada,15,0,83
IHME-CurveFit,2020-06-01,27 day ahead inc hosp,New Hampshire,9,0,35
IHME-CurveFit,2020-06-01,27 day ahead inc hosp,New Jersey,43,6,100
IHME-CurveFit,2020-06-01,27 day ahead inc hosp,New Mexico,10,0,48
IHME-CurveFit,2020-06-01,27 day ahead inc hosp,New York,25,7,74
IHME-CurveFit,2020-06-01,27 day ahead inc hosp,North Carolina,29,4,123
IHME-CurveFit,2020-06-01,27 day ahead inc hosp,North Dakota,3,0,14
IHME-CurveFit,2020-06-01,27 day ahead inc hosp,Ohio,51,15,152
IHME-CurveFit,2020-06-01,27 day ahead inc hosp,Oklahoma,2,0,6
IHME-CurveFit,2020-06-01,27 day ahead inc hosp,Oregon,3,0,8
IHME-CurveFit,2020-06-01,27 day ahead inc hosp,Pennsylvania,42,8,115
IHME-CurveFit,2020-06-01,27 day ahead inc hosp,Rhode Island,22,3,94
IHME-CurveFit,2020-06-01,27 day ahead inc hosp,South Carolina,11,0,58
IHME-CurveFit,2020-06-01,27 day ahead inc hosp,South Dakota,1,0,10
IHME-CurveFit,2020-06-01,27 day ahead inc hosp,Tennessee,12,0,101
IHME-CurveFit,2020-06-01,27 day ahead inc hosp,Texas,31,4,78
IHME-CurveFit,2020-06-01,27 day ahead inc hosp,Utah,10,0,28
IHME-CurveFit,2020-06-01,27 day ahead inc hosp,Vermont,0,0,0
IHME-CurveFit,2020-06-01,27 day ahead inc hosp,Virginia,62,17,216
IHME-CurveFit,2020-06-01,27 day ahead inc hosp,Washington,4,0,16
IHME-CurveFit,2020-06-01,27 day ahead inc hosp,West Virginia,0,0,5
IHME-CurveFit,2020-06-01,27 day ahead inc hosp,Wisconsin,9,0,50
IHME-CurveFit,2020-06-01,27 day ahead inc hosp,Wyoming,1,0,6
LANL-GrowthRate,2020-06-01,24 day ahead inc hosp,Alabama,35,6,200
LANL-GrowthRate,2020-06-01,24 day ahead inc hosp,Alaska,1,0,5
LANL-GrowthRate,2020-06-01,24 day ahead inc hosp,Arizona,74,15,509
LANL-GrowthRate,2020-06-01,24 day ahead inc hosp,Arkansas,21,3,115
LANL-GrowthRate,2020-06-01,24 day ahead inc hosp,California,222,62,771
LANL-GrowthRate,2020-06-01,24 day ahead inc hosp,Colorado,37,7,118
LANL-GrowthRate,2020-06-01,24 day ahead inc hosp,Connecticut,11,2,29
LANL-GrowthRate,2020-06-01,24 day ahead inc hosp,Delaware,6,1,18
LANL-GrowthRate,2020-06-01,24 day ahead inc hosp,District of Columbia,6,1,19
LANL-GrowthRate,2020-06-01,24 day ahead inc hosp,Florida,88,27,302
LANL-GrowthRate,2020-06-01,24 day ahead inc hosp,Georgia,51,9,280
LANL-GrowthRate,2020-06-01,24 day ahead inc hosp,Hawaii,0,0,1
LANL-GrowthRate,2020-06-01,24 day ahead inc hosp,Idaho,2,1,10
LANL-GrowthRate,2020-06-01,24 day ahead inc hosp,Illinois,89,22,357
LANL-GrowthRate,2020-06-01,24 day ahead inc hosp,Indiana,42,9,135
LANL-GrowthRate,2020-06-01,24 day ahead inc hosp,Iowa,32,6,128
LANL-GrowthRate,2020-06-01,24 day ahead inc hosp,Kansas,3,1,18
LANL-GrowthRate,2020-06-01,24 day ahead inc hosp,Kentucky,22,4,80
LANL-GrowthRate,2020-06-01,24 day ahead inc hosp,Louisiana,24,3,98
LANL-GrowthRate,2020-06-01,24 day ahead inc hosp,Maine,2,0,13
LANL-GrowthRate,2020-06-01,24 day ahead inc hosp,Maryland,106,29,461
LANL-GrowthRate,2020-06-01,24 day ahead inc hosp,Massachusetts,28,4,87
LANL-GrowthRate,2020-06-01,24 day ahead inc hosp,Michigan,39,7,149
LANL-GrowthRate,2020-06-01,24 day ahead inc hosp,Minnesota,57,7,310
LANL-GrowthRate,2020-06-01,24 day ahead inc hosp,Mississippi,39,6,179
LANL-GrowthRate,2020-06-01,24 day ahead inc hosp,Missouri,14,3,89
LANL-GrowthRate,2020-06-01,24 day ahead inc hosp,Montana,1,0,3
LANL-GrowthRate,2020-06-01,24 day ahead inc hosp,Nebraska,24,6,84
LANL-GrowthRate,2020-06-01,24 day ahead inc hosp,Nevada,10,2,38
LANL-GrowthRate,2020-06-01,24 day ahead inc hosp,New Hampshire,6,1,21
LANL-GrowthRate,2020-06-01,24 day ahead inc hosp,New Jersey,63,16,196
LANL-GrowthRate,2020-06-01,24 day ahead inc hosp,New Mexico,12,3,45
LANL-GrowthRate,2020-06-01,24 day ahead inc hosp,New York,167,37,633
LANL-GrowthRate,2020-06-01,24 day ahead inc hosp,North Carolina,106,21,521
LANL-GrowthRate,2020-06-01,24 day ahead inc hosp,North Dakota,2,0,8
LANL-GrowthRate,2020-06-01,24 day ahead inc hosp,Ohio,45,15,231
LANL-GrowthRate,2020-06-01,24 day ahead inc hosp,Oklahoma,4,1,16
LANL-GrowthRate,2020-06-01,24 day ahead inc hosp,Oregon,6,2,28
LANL-GrowthRate,2020-06-01,24 day ahead inc hosp,Pennsylvania,36,7,138
LANL-GrowthRate,2020-06-01,24 day ahead inc hosp,Puerto Rico,9,1,63
LANL-GrowthRate,2020-06-01,24 day ahead inc hosp,Rhode Island,7,1,37
LANL-GrowthRate,2020-06-01,24 day ahead inc hosp,South Carolina,41,5,203
LANL-GrowthRate,2020-06-01,24 day ahead inc hosp,South Dakota,3,0,11
LANL-GrowthRate,2020-06-01,24 day ahead inc hosp,Tennessee,12,4,57
LANL-GrowthRate,2020-06-01,24 day ahead inc hosp,Texas,189,14,1069
LANL-GrowthRate,2020-06-01,24 day ahead inc hosp,Utah,17,4,83
LANL-GrowthRate,2020-06-01,24 day ahead inc hosp,Vermont,0,0,1
LANL-GrowthRate,2020-06-01,24 day ahead inc hosp,Virgin Islands,0,0,6
LANL-GrowthRate,2020-06-01,24 day ahead inc hosp,Virginia,109,18,544
LANL-GrowthRate,2020-06-01,24 day ahead inc hosp,Washington,23,4,96
LANL-GrowthRate,2020-06-01,24 day ahead inc hosp,West Virginia,3,0,20
LANL-GrowthRate,2020-06-01,24 day ahead inc hosp,Wisconsin,33,7,162
LANL-GrowthRate,2020-06-01,24 day ahead inc hosp,Wyoming,0,0,2
USACE-ERDC_SEIR,2020-06-01,24 day ahead inc hosp,Alabama,32,24,39
USACE-ERDC_SEIR,2020-06-01,24 day ahead inc hosp,Alaska,0,0,0
USACE-ERDC_SEIR,2020-06-01,24 day ahead inc hosp,Arizona,103,62,139
USACE-ERDC_SEIR,2020-06-01,24 day ahead inc hosp,Arkansas,11,6,17
USACE-ERDC_SEIR,2020-06-01,24 day ahead inc hosp,California,375,247,437
USACE-ERDC_SEIR,2020-06-01,24 day ahead inc hosp,Colorado,12,7,16
USACE-ERDC_SEIR,2020-06-01,24 day ahead inc hosp,Connecticut,11,4,21
USACE-ERDC_SEIR,2020-06-01,24 day ahead inc hosp,Delaware,2,1,4
USACE-ERDC_SEIR,2020-06-01,24 day ahead inc hosp,District of Columbia,5,2,9
USACE-ERDC_SEIR,2020-06-01,24 day ahead inc hosp,Florida,48,39,60
USACE-ERDC_SEIR,2020-06-01,24 day ahead inc hosp,Georgia,38,25,52
USACE-ERDC_SEIR,2020-06-01,24 day ahead inc hosp,Hawaii,0,0,0
USACE-ERDC_SEIR,2020-06-01,24 day ahead inc hosp,Idaho,0,0,1
USACE-ERDC_SEIR,2020-06-01,24 day ahead inc hosp,Illinois,48,38,63
USACE-ERDC_SEIR,2020-06-01,24 day ahead inc hosp,Indiana,19,13,27
USACE-ERDC_SEIR,2020-06-01,24 day ahead inc hosp,Iowa,3,2,5
USACE-ERDC_SEIR,2020-06-01,24 day ahead inc hosp,Kansas,0,0,1
USACE-ERDC_SEIR,2020-06-01,24 day ahead inc hosp,Kentucky,21,9,33
USACE-ERDC_SEIR,2020-06-01,24 day ahead inc hosp,Louisiana,0,0,0
USACE-ERDC_SEIR,2020-06-01,24 day ahead inc hosp,Maine,4,2,6
USACE-ERDC_SEIR,2020-06-01,24 day ahead inc hosp,Maryland,42,29,67
USACE-ERDC_SEIR,2020-06-01,24 day ahead inc hosp,Massachusetts,9,6,12
USACE-ERDC_SEIR,2020-06-01,24 day ahead inc hosp,Michigan,4,2,7
USACE-ERDC_SEIR,2020-06-01,24 day ahead inc hosp,Minnesota,9,6,12
USACE-ERDC_SEIR,2020-06-01,24 day ahead inc hosp,Mississippi,32,25,41
USACE-ERDC_SEIR,2020-06-01,24 day ahead inc hosp,Missouri,23,17,30
USACE-ERDC_SEIR,2020-06-01,24 day ahead inc hosp,Montana,0,0,0
USACE-ERDC_SEIR,2020-06-01,24 day ahead inc hosp,National,1364,932,1789
USACE-ERDC_SEIR,2020-06-01,24 day ahead inc hosp,Nebraska,3,2,6
USACE-ERDC_SEIR,2020-06-01,24 day ahead inc hosp,Nevada,11,6,21
USACE-ERDC_SEIR,2020-06-01,24 day ahead inc hosp,New Hampshire,4,2,7
USACE-ERDC_SEIR,2020-06-01,24 day ahead inc hosp,New Jersey,5,3,7
USACE-ERDC_SEIR,2020-06-01,24 day ahead inc hosp,New Mexico,4,2,10
USACE-ERDC_SEIR,2020-06-01,24 day ahead inc hosp,New York,8,5,13
USACE-ERDC_SEIR,2020-06-01,24 day ahead inc hosp,North Carolina,69,47,89
USACE-ERDC_SEIR,2020-06-01,24 day ahead inc hosp,North Dakota,1,0,2
USACE-ERDC_SEIR,2020-06-01,24 day ahead inc hosp,Ohio,20,14,29
USACE-ERDC_SEIR,2020-06-01,24 day ahead inc hosp,Oklahoma,6,4,10
USACE-ERDC_SEIR,2020-06-01,24 day ahead inc hosp,Oregon,8,7,9
USACE-ERDC_SEIR,2020-06-01,24 day ahead inc hosp,Pennsylvania,25,16,29
USACE-ERDC_SEIR,2020-06-01,24 day ahead inc hosp,Rhode Island,1,0,5
USACE-ERDC_SEIR,2020-06-01,24 day ahead inc hosp,South Carolina,21,16,29
USACE-ERDC_SEIR,2020-06-01,24 day ahead inc hosp,South Dakota,2,1,4
USACE-ERDC_SEIR,2020-06-01,24 day ahead inc hosp,Tennessee,8,5,11
USACE-ERDC_SEIR,2020-06-01,24 day ahead inc hosp,Texas,114,88,157
USACE-ERDC_SEIR,2020-06-01,24 day ahead inc hosp,Utah,6,4,8
USACE-ERDC_SEIR,2020-06-01,24 day ahead inc hosp,Vermont,0,0,0
USACE-ERDC_SEIR,2020-06-01,24 day ahead inc hosp,Virginia,107,73,139
USACE-ERDC_SEIR,2020-06-01,24 day ahead inc hosp,Washington,10,8,12
USACE-ERDC_SEIR,2020-06-01,24 day ahead inc hosp,West Virginia,1,0,1
USACE-ERDC_SEIR,2020-06-01,24 day ahead inc hosp,Wisconsin,74,63,89
USACE-ERDC_SEIR,2020-06-01,24 day ahead inc hosp,Wyoming,1,0,3
COVID19SimCons-COVID19Sim,2020-06-01,26 day ahead inc hosp,Alabama,87,79,108
COVID19SimCons-COVID19Sim,2020-06-01,26 day ahead inc hosp,Alaska,0,0,1
COVID19SimCons-COVID19Sim,2020-06-01,26 day ahead inc hosp,Arizona,152,128,246
COVID19SimCons-COVID19Sim,2020-06-01,26 day ahead inc hosp,Arkansas,20,19,23
COVID19SimCons-COVID19Sim,2020-06-01,26 day ahead inc hosp,California,914,861,1461
COVID19SimCons-COVID19Sim,2020-06-01,26 day ahead inc hosp,Colorado,54,52,66
COVID19SimCons-COVID19Sim,2020-06-01,26 day ahead inc hosp,Connecticut,43,37,92
COVID19SimCons-COVID19Sim,2020-06-01,26 day ahead inc hosp,Delaware,23,21,32
COVID19SimCons-COVID19Sim,2020-06-01,26 day ahead inc hosp,District of Columbia,40,36,61
COVID19SimCons-COVID19Sim,2020-06-01,26 day ahead inc hosp,Florida,74,71,142
COVID19SimCons-COVID19Sim,2020-06-01,26 day ahead inc hosp,Georgia,119,114,199
COVID19SimCons-COVID19Sim,2020-06-01,26 day ahead inc hosp,Hawaii,0,0,0
COVID19SimCons-COVID19Sim,2020-06-01,26 day ahead inc hosp,Idaho,5,4,6
COVID19SimCons-COVID19Sim,2020-06-01,26 day ahead inc hosp,Illinois,364,347,449
COVID19SimCons-COVID19Sim,2020-06-01,26 day ahead inc hosp,Indiana,96,89,140
COVID19SimCons-COVID19Sim,2020-06-01,26 day ahead inc hosp,Iowa,46,41,84
COVID19SimCons-COVID19Sim,2020-06-01,26 day ahead inc hosp,Kansas,9,8,10
COVID19SimCons-COVID19Sim,2020-06-01,26 day ahead inc hosp,Kentucky,63,56,84
COVID19SimCons-COVID19Sim,2020-06-01,26 day ahead inc hosp,Louisiana,111,100,175
COVID19SimCons-COVID19Sim,2020-06-01,26 day ahead inc hosp,Maine,13,11,59
COVID19SimCons-COVID19Sim,2020-06-01,26 day ahead inc hosp,Maryland,177,165,222
COVID19SimCons-COVID19Sim,2020-06-01,26 day ahead inc hosp,Massachusetts,140,126,276
COVID19SimCons-COVID19Sim,2020-06-01,26 day ahead inc hosp,Michigan,59,52,118
COVID19SimCons-COVID19Sim,2020-06-01,26 day ahead inc hosp,Minnesota,38,30,84
COVID19SimCons-COVID19Sim,2020-06-01,26 day ahead inc hosp,Mississippi,80,72,290
COVID19SimCons-COVID19Sim,2020-06-01,26 day ahead inc hosp,Missouri,93,85,209
COVID19SimCons-COVID19Sim,2020-06-01,26 day ahead inc hosp,Montana,0,0,0
COVID19SimCons-COVID19Sim,2020-06-01,26 day ahead inc hosp,National,4474,4058,7508
COVID19SimCons-COVID19Sim,2020-06-01,26 day ahead inc hosp,Nebraska,26,22,31
COVID19SimCons-COVID19Sim,2020-06-01,26 day ahead inc hosp,Nevada,48,44,64
COVID19SimCons-COVID19Sim,2020-06-01,26 day ahead inc hosp,New Hampshire,16,11,77
COVID19SimCons-COVID19Sim,2020-06-01,26 day ahead inc hosp,New Jersey,122,103,213
COVID19SimCons-COVID19Sim,2020-06-01,26 day ahead inc hosp,New Mexico,31,28,81
COVID19SimCons-COVID19Sim,2020-06-01,26 day ahead inc hosp,New York,178,153,317
COVID19SimCons-COVID19Sim,2020-06-01,26 day ahead inc hosp,North Carolina,150,136,288
COVID19SimCons-COVID19Sim,2020-06-01,26 day ahead inc hosp,North Dakota,7,5,14
COVID19SimCons-COVID19Sim,2020-06-01,26 day ahead inc hosp,Ohio,93,86,229
COVID19SimCons-COVID19Sim,2020-06-01,26 day ahead inc hosp,Oklahoma,21,18,33
COVID19SimCons-COVID19Sim,2020-06-01,26 day ahead inc hosp,Oregon,4,4,20
COVID19SimCons-COVID19Sim,2020-06-01,26 day ahead inc hosp,Pennsylvania,105,94,250
COVID19SimCons-COVID19Sim,2020-06-01,26 day ahead inc hosp,Puerto Rico,21,16,35
COVID19SimCons-COVID19Sim,2020-06-01,26 day ahead inc hosp,Rhode Island,20,18,95
COVID19SimCons-COVID19Sim,2020-06-01,26 day ahead inc hosp,South Carolina,96,80,260
COVID19SimCons-COVID19Sim,2020-06-01,26 day ahead inc hosp,South Dakota,13,11,19
COVID19SimCons-COVID19Sim,2020-06-01,26 day ahead inc hosp,Tennessee,34,29,36
COVID19SimCons-COVID19Sim,2020-06-01,26 day ahead inc hosp,Texas,291,274,309
COVID19SimCons-COVID19Sim,2020-06-01,26 day ahead inc hosp,Utah,33,27,39
COVID19SimCons-COVID19Sim,2020-06-01,26 day ahead inc hosp,Vermont,1,1,4
COVID19SimCons-COVID19Sim,2020-06-01,26 day ahead inc hosp,Virginia,149,123,212
COVID19SimCons-COVID19Sim,2020-06-01,26 day ahead inc hosp,Washington,52,48,77
COVID19SimCons-COVID19Sim,2020-06-01,26 day ahead inc hosp,West Virginia,5,1,7
COVID19SimCons-COVID19Sim,2020-06-01,26 day ahead inc hosp,Wisconsin,133,120,157
COVID19SimCons-COVID19Sim,2020-06-01,26 day ahead inc hosp,Wyoming,2,1,2
CovidActNow-SEIR_CAN,2020-06-01,26 day ahead inc hosp,Alabama,34,0,165
CovidActNow-SEIR_CAN,2020-06-01,26 day ahead inc hosp,Alaska,1,0,18
CovidActNow-SEIR_CAN,2020-06-01,26 day ahead inc hosp,Arizona,141,38,244
CovidActNow-SEIR_CAN,2020-06-01,26 day ahead inc hosp,Arkansas,12,0,48
CovidActNow-SEIR_CAN,2020-06-01,26 day ahead inc hosp,California,519,295,744
CovidActNow-SEIR_CAN,2020-06-01,26 day ahead inc hosp,Colorado,54,0,149
CovidActNow-SEIR_CAN,2020-06-01,26 day ahead inc hosp,Connecticut,44,0,169
CovidActNow-SEIR_CAN,2020-06-01,26 day ahead inc hosp,Delaware,19,0,76
CovidActNow-SEIR_CAN,2020-06-01,26 day ahead inc hosp,District of Columbia,23,0,91
CovidActNow-SEIR_CAN,2020-06-01,26 day ahead inc hosp,Florida,70,0,175
CovidActNow-SEIR_CAN,2020-06-01,26 day ahead inc hosp,Georgia,103,0,210
CovidActNow-SEIR_CAN,2020-06-01,26 day ahead inc hosp,Hawaii,0,0,8
CovidActNow-SEIR_CAN,2020-06-01,26 day ahead inc hosp,Idaho,0,0,20
CovidActNow-SEIR_CAN,2020-06-01,26 day ahead inc hosp,Illinois,193,14,372
CovidActNow-SEIR_CAN,2020-06-01,26 day ahead inc hosp,Indiana,127,0,255
CovidActNow-SEIR_CAN,2020-06-01,26 day ahead inc hosp,Iowa,81,9,154
CovidActNow-SEIR_CAN,2020-06-01,26 day ahead inc hosp,Kansas,6,0,57
CovidActNow-SEIR_CAN,2020-06-01,26 day ahead inc hosp,Kentucky,56,0,126
CovidActNow-SEIR_CAN,2020-06-01,26 day ahead inc hosp,Louisiana,43,0,154
CovidActNow-SEIR_CAN,2020-06-01,26 day ahead inc hosp,Maine,5,0,26
CovidActNow-SEIR_CAN,2020-06-01,26 day ahead inc hosp,Maryland,162,24,299
CovidActNow-SEIR_CAN,2020-06-01,26 day ahead inc hosp,Massachusetts,128,0,315
CovidActNow-SEIR_CAN,2020-06-01,26 day ahead inc hosp,Michigan,133,0,291
CovidActNow-SEIR_CAN,2020-06-01,26 day ahead inc hosp,Minnesota,194,109,278
CovidActNow-SEIR_CAN,2020-06-01,26 day ahead inc hosp,Mississippi,80,0,168
CovidActNow-SEIR_CAN,2020-06-01,26 day ahead inc hosp,Missouri,60,0,151
CovidActNow-SEIR_CAN,2020-06-01,26 day ahead inc hosp,Montana,1,0,13
CovidActNow-SEIR_CAN,2020-06-01,26 day ahead inc hosp,Nebraska,49,0,100
CovidActNow-SEIR_CAN,2020-06-01,26 day ahead inc hosp,Nevada,31,0,94
CovidActNow-SEIR_CAN,2020-06-01,26 day ahead inc hosp,New Hampshire,15,0,52
CovidActNow-SEIR_CAN,2020-06-01,26 day ahead inc hosp,New Jersey,109,0,324
CovidActNow-SEIR_CAN,2020-06-01,26 day ahead inc hosp,New Mexico,43,0,102
CovidActNow-SEIR_CAN,2020-06-01,26 day ahead inc hosp,New York,133,0,410
CovidActNow-SEIR_CAN,2020-06-01,26 day ahead inc hosp,North Carolina,105,19,192
CovidActNow-SEIR_CAN,2020-06-01,26 day ahead inc hosp,North Dakota,16,0,45
CovidActNow-SEIR_CAN,2020-06-01,26 day ahead inc hosp,Ohio,136,20,251
CovidActNow-SEIR_CAN,2020-06-01,26 day ahead inc hosp,Oklahoma,17,0,69
CovidActNow-SEIR_CAN,2020-06-01,26 day ahead inc hosp,Oregon,13,0,59
CovidActNow-SEIR_CAN,2020-06-01,26 day ahead inc hosp,Pennsylvania,115,0,273
CovidActNow-SEIR_CAN,2020-06-01,26 day ahead inc hosp,Rhode Island,20,0,83
CovidActNow-SEIR_CAN,2020-06-01,26 day ahead inc hosp,South Carolina,46,0,116
CovidActNow-SEIR_CAN,2020-06-01,26 day ahead inc hosp,South Dakota,10,0,46
CovidActNow-SEIR_CAN,2020-06-01,26 day ahead inc hosp,Tennessee,25,0,112
CovidActNow-SEIR_CAN,2020-06-01,26 day ahead inc hosp,Texas,174,38,310
CovidActNow-SEIR_CAN,2020-06-01,26 day ahead inc hosp,Utah,22,0,65
CovidActNow-SEIR_CAN,2020-06-01,26 day ahead inc hosp,Vermont,1,0,23
CovidActNow-SEIR_CAN,2020-06-01,26 day ahead inc hosp,Virginia,192,59,324
CovidActNow-SEIR_CAN,2020-06-01,26 day ahead inc hosp,Washington,23,0,91
CovidActNow-SEIR_CAN,2020-06-01,26 day ahead inc hosp,West Virginia,4,0,31
CovidActNow-SEIR_CAN,2020-06-01,26 day ahead inc hosp,Wisconsin,101,18,184
CovidActNow-SEIR_CAN,2020-06-01,26 day ahead inc hosp,Wyoming,1,0,15
CU-select,2020-06-01,26 day ahead inc hosp,Alabama,86,28,191
CU-select,2020-06-01,26 day ahead inc hosp,Alaska,0,0,10
CU-select,2020-06-01,26 day ahead inc hosp,Arizona,72,35,116
CU-select,2020-06-01,26 day ahead inc hosp,Arkansas,17,3,71
CU-select,2020-06-01,26 day ahead inc hosp,California,971,453,1576
CU-select,2020-06-01,26 day ahead inc hosp,Colorado,32,12,70
CU-select,2020-06-01,26 day ahead inc hosp,Connecticut,17,6,29
CU-select,2020-06-01,26 day ahead inc hosp,Delaware,16,7,32
CU-select,2020-06-01,26 day ahead inc hosp,Florida,183,58,441
CU-select,2020-06-01,26 day ahead inc hosp,Georgia,86,26,280
CU-select,2020-06-01,26 day ahead inc hosp,Hawaii,0,0,16
CU-select,2020-06-01,26 day ahead inc hosp,Idaho,2,0,17
CU-select,2020-06-01,26 day ahead inc hosp,Illinois,91,48,243
CU-select,2020-06-01,26 day ahead inc hosp,Indiana,70,20,223
CU-select,2020-06-01,26 day ahead inc hosp,Iowa,34,13,85
CU-select,2020-06-01,26 day ahead inc hosp,Kansas,3,0,28
CU-select,2020-06-01,26 day ahead inc hosp,Kentucky,57,13,319
CU-select,2020-06-01,26 day ahead inc hosp,Louisiana,28,6,81
CU-select,2020-06-01,26 day ahead inc hosp,Maine,8,1,22
CU-select,2020-06-01,26 day ahead inc hosp,Maryland,166,97,331
CU-select,2020-06-01,26 day ahead inc hosp,Massachusetts,26,9,50
CU-select,2020-06-01,26 day ahead inc hosp,Michigan,20,4,81
CU-select,2020-06-01,26 day ahead inc hosp,Minnesota,87,35,187
CU-select,2020-06-01,26 day ahead inc hosp,Mississippi,59,13,177
CU-select,2020-06-01,26 day ahead inc hosp,Missouri,41,11,151
CU-select,2020-06-01,26 day ahead inc hosp,Montana,0,0,14
CU-select,2020-06-01,26 day ahead inc hosp,National,3961,1677,8966
