hosp_id,hosp_name,date,active_confirmed,active_suspected,admitted,admitted_confirmed,admitted_suspected,alos_ventilator,bed_avail_criticalcare,bed_avail_intensivecare,bed_avail_other,bed_avail_surgical,bed_inuse_criticalcare,bed_inuse_intensivecare,bed_inuse_other,bed_inuse_surgical,discharged_alive,discharged_dead,ventilators_inuse
3100641,AtlantiCare Regional Medical Center Mainland Division,2020-05-12,49,1,8,,,7.0,12,0,0,27,7,0,0,43,5,0,9
FMSAtlanic,Atlantic City FMS,2020-05-12,7,0,1,,,,,,,20,,,,7,2,,
AHS,Atlantic Health System - Central Supply,2020-05-12,,,0,,,,,,,,,,,,,,
3100580,Bergen New Bridge Medical Center,2020-05-12,21,4,5,,,0.0,0,5,81,97,0,7,6,12,2,0,3
3100110,Cape Regional Health System,2020-05-12,10,5,11,,,7.0,0,1,27,1,0,2,5,8,12,1,1
CHS,Capital Health - Central Supply,2020-05-12,,,0,,,,,,,,,,,,,,
3100440,Capital Health Medical Center - Hopewell,2020-05-12,54,3,9,,,14.0,,2,13,26,,13,7,37,7,0,12
3100920,Capital Health Regional Medical Center,2020-05-12,58,13,12,,,9.0,,9,2,22,,16,,55,17,1,9
3100250,CarePoint Health Bayonne Medical Center,2020-05-12,25,7,1,,,12.9,0,4,4,29,0,12,0,20,3,0,14
3100160,CarePoint Health Christ Hospital,2020-05-12,48,9,0,,,16.5,0,0,9,50,0,17,0,40,2,0,16
3100400,CarePoint Health Hoboken University Medical Center,2020-05-12,23,16,26,,,16.5,0,6,8,65,0,14,0,25,23,1,9
4PPECPH,CarePoint Heatlh - Central Supply,2020-05-12,,,0,,,,,,,,,,,,,,
4PPECSHS,CentraState Healthcare System - Central Supply,2020-05-12,,,0,,,,,,,,,,,,,,
3101110,CentraState Medical Center,2020-05-12,54,23,10,,,9.6,1,1,7,24,13,7,0,56,4,1,13
3100170,Chilton Medical Center - Atlantic Health System,2020-05-12,24,17,10,,,44.0,0,14,4,30,0,11,2,28,3,0,11
3100090,Clara Maass Medical Center,2020-05-12,105,0,0,,,,0,2,21,31,22,,,83,6,3,21
3100410,Community Medical Center,2020-05-12,81,17,16,,,,,35,3,31,9,,,89,5,3,3
4PPECHS,"Cooper Health System, The - Central Supply",2020-05-12,,,0,,,,,,,,,,,,,,
3100140,Cooper University Health Care,2020-05-12,92,7,3,,,13.74,0,19,0,63,0,37,0,62,11,3,35
3100310,Deborah Heart and Lung Center,2020-05-12,7,3,4,,,3.3,0,3,4,28,2,0,0,8,0,0,1
ACS-EO,East Orange ACS,2020-05-12,,,0,,,,,,,,,,,,,,
3100830,East Orange General Hospital,2020-05-12,31,2,0,,,11.0,0,0,0,0,0,13,0,23,5,0,13
FMSEdison,Edison FMS,2020-05-12,14,0,6,,,,,,111,,,,0,,1,0,0
3100450,Englewood Hospital,2020-05-12,58,8,8,,,15.5,,15,,60,,18,3,43,7,2,18
HMH,Hackensack Meridian Health - Central Supply,2020-05-12,,,0,,,,,,,,,,,,,,
3101120,Hackensack Meridian Health Bayshore Medical Center,2020-05-12,31,17,4,,,9.48,2,0,0,11,8,0,0,40,5,1,4
3100010,Hackensack Meridian Health Hackensack University Medical Center,2020-05-12,168,20,0,,,13.21,14,0,0,102,88,0,12,91,15,3,65
3101080,Hackensack Meridian Health JFK Medical Center,2020-05-12,140,21,0,,,11.82,3,0,16,82,50,0,3,76,5,5,44
3100730,Hackensack Meridian Health Jersey Shore University Medical Center,2020-05-12,84,31,13,,,16.02,5,0,9,35,32,0,2,82,10,1,30
3100540,Hackensack Meridian Health Mountainside Medical Center,2020-05-12,31,11,1,,,14.0,,25,5,8,,11,,31,5,0,8
3100522,Hackensack Meridian Health Ocean Medical Center,2020-05-12,61,19,0,,,12.52,7,0,8,8,19,0,0,62,2,3,11
3100030,Hackensack Meridian Health Palisades Medical Center,2020-05-12,32,23,0,,,8.41,16,0,25,65,25,0,7,26,5,1,9
3101300,Hackensack Meridian Health Pascack Valley Medical Center,2020-05-12,7,1,0,,,12.5,3,0,0,10,3,0,0,5,0,0,2
3100392,Hackensack Meridian Health Raritan Bay Medical Center Old Bridge,2020-05-12,22,17,1,,,7.76,2,0,0,0,7,0,0,33,1,0,3
3100391,Hackensack Meridian Health Raritan Bay Medical Center Perth Amboy,2020-05-12,26,16,6,,,8.73,3,0,0,0,14,0,3,28,1,2,8
3100340,Hackensack Meridian Health Riverview Medical Center,2020-05-12,25,4,0,,,11.58,2,0,20,8,4,0,1,24,2,1,4
3101130,Hackensack Meridian Health Southern Ocean Medical Center,2020-05-12,14,8,6,,,15.7,1,0,5,35,6,0,0,16,1,1,6
3101150,Hackettstown Medical Center,2020-05-12,8,2,0,,,23.0,0,5,0,37,0,6,0,4,1,0,6
3100080,Holy Name Medical Center,2020-05-12,31,114,20,,,,4,40,0,40,11,8,18,89,6,3,5
3101189,Hudson Regional Hospital,2020-05-12,17,0,2,,,,,5,,40,,7,,10,2,0,6
ACS-Hunterd,Hunterdon ACS,2020-05-12,,,0,,,,,,,,,,,,,,
4PPEHHS,Hunterdon Healthcare System - Central Supply,2020-05-12,,,0,,,,,,,,,,,,,,
3100050,Hunterdon Medical Center,2020-05-12,30,32,23,,,21.9,0,11,34,41,0,17,0,35,11,1,9
IMC,Inspira Health - Central Supply,2020-05-12,,,0,,,,,,,,,,,,,,
3100690,Inspira Medical Center Elmer,2020-05-12,3,4,2,,,4.17,0,6,0,102,0,0,0,4,1,0,0
310069A,Inspira Medical Center Mullica Hill,2020-05-12,32,18,12,,,4.94,0,55,0,244,0,7,0,31,6,4,5
3100324,Inspira Medical Center Vineland,2020-05-12,71,36,9,,,6.5,0,16,0,239,0,29,0,52,5,0,28
3100810,Inspira Medical Center Woodbury,2020-05-12,,,0,,,,,,,,,,,,,,
3100862,Jefferson Cherry Hill Hospital,2020-05-12,39,4,6,,,6.0,0,1,9,11,0,9,6,28,4,0,6
KHS,Jefferson Health New Jersey - Central Supply,2020-05-12,,,0,,,,,,,,,,,,,,
3100863,Jefferson Stratford Hospital,2020-05-12,17,3,4,,,7.0,0,1,8,2,0,3,0,17,1,0,0
3100861,Jefferson Washington Township Hospital,2020-05-12,25,7,1,,,4.66,0,9,30,15,0,6,2,24,1,1,1
3100740,Jersey City Medical Center,2020-05-12,45,21,13,,,,0,13,19,61,19,,,47,6,1,18
3100750,Monmouth Medical Center,2020-05-12,24,7,10,,,,0,9,44,24,13,,,18,5,0,8
3100840,Monmouth Medical Center Southern Campus,2020-05-12,17,1,0,,,,19,1,0,14,11,,,7,1,0,7
3100150,Morristown Medical Center,2020-05-12,104,39,13,,,26.5,26,52,48,120,13,25,4,101,5,4,53
3100020,Newark Beth Israel Medical Center,2020-05-12,88,10,12,,,,8,20,50,166,,29,6,63,10,1,15
3100280,Newton Medical Center,2020-05-12,20,5,0,,,16.0,0,7,27,38,0,5,2,18,1,1,7
3100510,Overlook Medical Center,2020-05-12,57,24,5,,,21.9,11,51,46,164,8,23,2,48,3,1,37
4PPEPMPH,Penn Medicine Princeton Health - Central Supply,2020-05-12,,,0,,,,,,,,,,,,,,
3100100,Penn Medicine Princeton Medical Center,2020-05-12,48,0,6,,,9.7,11,,14,32,15,,1,32,6,2,10
3101100,RWJ University Hospital Hamilton,2020-05-12,36,9,13,,,,0,0,2,49,12,,,27,6,5,11
3100240,RWJ University Hospital Rahway,2020-05-12,13,6,1,,,,1,0,0,32,4,,,15,0,0,2
3100480,RWJ University Hospital Somerset,2020-05-12,68,1,3,,,,0,1,30,63,24,,,45,7,0,20
RWJB,RWJBarnabas Health - Central Supply,2020-05-12,,,0,,,,,,,,,,,,,,
3100380,Robert Wood Johnson University Hospital,2020-05-12,130,4,8,,,,0,16,11,31,,44,,88,9,4,34
3100760,Saint Barnabas Medical Center,2020-05-12,117,28,9,,,,40,4,44,110,28,,,117,6,3,31
STC,Saint Clare's Health - Central Supply,2020-05-12,,,0,,,,,,,,,,,,,,
3100500,Saint Clare's Hospital Denville,2020-05-12,20,3,8,,,21.6,10,,4,81,6,0,3,14,1,0,8
3100502,Saint Clare's Hospital Dover,2020-05-12,24,2,0,,,26.7,0,1,7,77,0,8,6,14,3,1,12
3100960,Saint Michael's Medical Center,2020-05-12,32,26,17,,,9.0,,13,,123,,21,,37,8,1,14
3100700,Saint Peter's University Hospital,2020-05-12,66,4,7,,,9.09,,6,41,47,,24,3,43,11,1,13
3100910,Salem Medical Center,2020-05-12,10,20,3,,,11.0,,2,,83,,8,,11,1,0,3
ACS-SecMar,Secaucus Marriott,2020-05-12,29,10,,,,0.0,0,0,128,0,0,0,39,0,2,0,0
3100470,Shore Medical Center,2020-05-12,10,6,7,,,4.7,4,17,13,50,3,3,0,10,0,1,0
3100210,St. Francis Medical Center,2020-05-12,30,2,0,,,,,4,34,64,,11,,21,5,1,6
SJH,St. Joseph's Health - Central Supply,2020-05-12,,,0,,,,,,,,,,,,,,
3100190,St. Joseph's University Medical Center,2020-05-12,160,11,13,,,23.5,0,3,49,181,0,53,37,123,21,3,51
3100191,St. Joseph's Wayne Medical Center,2020-05-12,38,2,3,,,18.3,0,2,29,85,0,14,14,33,3,0,11
3100600,St. Luke's Warren Campus,2020-05-12,9,0,0,,,,,7,,45,,4,,5,0,1,4
3100060,St. Mary's General Hospital,2020-05-12,32,6,3,,,18.79,2,12,9,65,5,12,0,21,2,0,8
3100120,The Valley Hospital,2020-05-12,49,4,11,,,15.0,9,1,21,87,4,13,0,36,9,1,7
3100270,Trinitas Regional Medical Center,2020-05-12,55,20,4,,,23.2,,0,,27,,18,,57,6,4,17
3101190,University Hospital,2020-05-12,62,8,7,,,7.5,,43,23,166,30,,1,39,4,4,20
4PPEVHS,Valley Health System - Central Supply,2020-05-12,,,0,,,,,,,,,,,,,,
VHS,Virtua Health System - Central Supply,2020-05-12,,,0,,,,,,,,,,,,,,
3100224,Virtua Marlton,2020-05-12,25,7,4,,,8.5,6,3,,55,6,7,,19,2,0,5
3100570,Virtua Memorial,2020-05-12,65,20,3,,,7.91,13,20,,59,16,16,5,48,13,1,10
3100290,Virtua Our Lady of Lourdes Hospital,2020-05-12,39,15,0,,,14.0,13,26,,36,12,22,,20,3,0,16
3100221,Virtua Voorhees,2020-05-12,59,14,0,,,10.96,5,23,,52,11,17,2,43,8,0,12
3100610,Virtua Willingboro Hospital,2020-05-12,19,7,4,,,13.5,,11,,23,,7,,19,2,1,1
ATL,AtlantiCare - Central Supply,2020-05-13,,,0,,,,,,,,,,,,,,
3100642,AtlantiCare Regional Medical Center City Division,2020-05-13,31,0,0,,,6.0,8,0,19,16,4,0,0,27,1,0,4
3100641,AtlantiCare Regional Medical Center Mainland Division,2020-05-13,47,0,1,,,6.0,10,0,0,26,8,0,0,39,3,1,8
FMSAtlanic,Atlantic City FMS,2020-05-13,8,0,1,,,,,,,19,,,,8,0,,
AHS,Atlantic Health System - Central Supply,2020-05-13,,,0,,,,,,,,,,,,,,
3100580,Bergen New Bridge Medical Center,2020-05-13,24,0,1,,,0.0,0,7,77,98,0,7,5,12,1,1,3
3100110,Cape Regional Health System,2020-05-13,11,7,18,0,11,0.0,0,2,39,9,0,5,1,12,13,2,0
CHS,Capital Health - Central Supply,2020-05-13,,,0,,,,,,,,,,,,,,
3100440,Capital Health Medical Center - Hopewell,2020-05-13,50,2,0,,,14.5,,3,10,22,,15,,37,3,2,12
3100920,Capital Health Regional Medical Center,2020-05-13,48,16,3,,,9.0,,12,,34,,13,,44,8,2,9
3100250,CarePoint Health Bayonne Medical Center,2020-05-13,20,8,1,,,13.5,0,3,6,33,0,11,0,17,4,1,13
3100160,CarePoint Health Christ Hospital,2020-05-13,46,21,12,,,17.2,0,0,7,54,0,18,0,49,2,0,16
3100400,CarePoint Health Hoboken University Medical Center,2020-05-13,21,13,0,,,17.3,0,5,9,70,0,16,0,18,4,0,9
4PPECPH,CarePoint Heatlh - Central Supply,2020-05-13,,,0,,,,,,,,,,,,,,
4PPECSHS,CentraState Healthcare System - Central Supply,2020-05-13,,,0,,,,,,,,,,,,,,
3101110,CentraState Medical Center,2020-05-13,46,18,0,,,9.7,1,0,7,34,10,8,0,46,9,1,11
3100170,Chilton Medical Center - Atlantic Health System,2020-05-13,24,12,0,,,30.0,0,5,4,42,0,11,1,24,2,1,10
3100090,Clara Maass Medical Center,2020-05-13,90,0,0,,,,0,5,18,56,20,,,70,4,3,18
3100410,Community Medical Center,2020-05-13,75,4,0,,,,,35,3,31,8,,,71,6,1,1
4PPECHS,"Cooper Health System, The - Central Supply",2020-05-13,,,0,,,,,,,,,,,,,,
3100140,Cooper University Health Care,2020-05-13,91,11,14,,,14.88,0,23,0,78,0,41,0,67,10,1,33
3100310,Deborah Heart and Lung Center,2020-05-13,6,0,0,,,4.3,2,1,4,29,2,0,0,4,1,0,1
ACS-EO,East Orange ACS,2020-05-13,,,0,,,,,,,,,,,,,,
3100830,East Orange General Hospital,2020-05-13,34,7,12,,,12.0,0,0,0,0,0,13,0,28,4,0,12
FMSEdison,Edison FMS,2020-05-13,13,0,0,,,,,,112,,,,0,,1,0,0
3100450,Englewood Hospital,2020-05-13,55,6,0,,,15.8,,12,,51,,17,3,41,3,1,16
HMH,Hackensack Meridian Health - Central Supply,2020-05-13,,,0,,,,,,,,,,,,,,
3101120,Hackensack Meridian Health Bayshore Medical Center,2020-05-13,26,17,0,,,9.03,2,0,0,8,7,0,0,36,3,2,5
3100010,Hackensack Meridian Health Hackensack University Medical Center,2020-05-13,164,11,7,,,13.37,13,0,0,140,87,0,11,79,15,5,70
3101080,Hackensack Meridian Health JFK Medical Center,2020-05-13,129,20,6,,,12.03,6,0,9,75,45,0,2,64,15,3,41
3100730,Hackensack Meridian Health Jersey Shore University Medical Center,2020-05-13,79,14,0,,,16.15,8,0,9,33,30,0,1,64,11,1,30
3100540,Hackensack Meridian Health Mountainside Medical Center,2020-05-13,31,8,0,,,10.0,,14,5,26,,15,,34,3,0,8
3100522,Hackensack Meridian Health Ocean Medical Center,2020-05-13,54,18,1,,,12.63,5,0,8,8,18,0,0,57,7,2,11
3100030,Hackensack Meridian Health Palisades Medical Center,2020-05-13,33,7,0,,,8.49,15,0,22,67,20,0,3,19,5,1,7
3101300,Hackensack Meridian Health Pascack Valley Medical Center,2020-05-13,11,4,7,,,13.5,3,0,0,10,3,0,0,8,0,0,2
3100392,Hackensack Meridian Health Raritan Bay Medical Center Old Bridge,2020-05-13,23,11,0,,,7.86,2,0,0,0,6,0,0,27,3,0,3
3100391,Hackensack Meridian Health Raritan Bay Medical Center Perth Amboy,2020-05-13,28,15,2,,,8.84,1,0,0,0,11,0,4,30,1,0,8
3100340,Hackensack Meridian Health Riverview Medical Center,2020-05-13,26,5,6,,,11.68,5,0,19,16,4,0,1,28,3,1,3
3101130,Hackensack Meridian Health Southern Ocean Medical Center,2020-05-13,13,10,4,,,15.91,2,0,2,37,5,0,0,19,3,0,5
3101150,Hackettstown Medical Center,2020-05-13,9,3,3,,,23.0,0,8,0,37,0,6,1,5,0,1,5
3100080,Holy Name Medical Center,2020-05-13,26,112,0,,,,16,39,0,55,5,9,21,72,7,0,5
3101189,Hudson Regional Hospital,2020-05-13,15,1,1,,,14.0,,6,,41,,6,,10,0,2,4
ACS-Hunterd,Hunterdon ACS,2020-05-13,,,0,,,,,,,,,,,,,,
4PPEHHS,Hunterdon Healthcare System - Central Supply,2020-05-13,,,0,,,,,,,,,,,,,,
3100050,Hunterdon Medical Center,2020-05-13,16,31,0,,,22.9,0,9,36,51,0,18,0,29,11,1,9
IMC,Inspira Health - Central Supply,2020-05-13,,,0,,,,,,,,,,,,,,
3100690,Inspira Medical Center Elmer,2020-05-13,3,3,2,,,4.17,0,8,0,98,0,0,0,7,3,0,0
310069A,Inspira Medical Center Mullica Hill,2020-05-13,37,13,5,,,5.19,0,56,0,244,0,7,0,39,3,2,4
3100324,Inspira Medical Center Vineland,2020-05-13,77,26,8,,,6.7,0,18,0,253,0,25,0,55,11,1,26
3100810,Inspira Medical Center Woodbury,2020-05-13,,,0,,,,,,,,,,,,,,
3100862,Jefferson Cherry Hill Hospital,2020-05-13,43,5,7,,,6.2,0,2,9,15,0,0,12,27,2,0,6
KHS,Jefferson Health New Jersey - Central Supply,2020-05-13,,,0,,,,,,,,,,,,,,
3100863,Jefferson Stratford Hospital,2020-05-13,21,4,6,,,7.5,0,1,8,0,0,3,1,21,1,0,0
3100861,Jefferson Washington Township Hospital,2020-05-13,26,6,5,,,3.6,0,10,30,12,0,4,3,25,5,0,1
3100740,Jersey City Medical Center,2020-05-13,39,7,0,,,,0,15,16,71,13,,,33,6,3,14
3100750,Monmouth Medical Center,2020-05-13,30,8,8,,,,0,8,24,31,18,,,20,1,0,11
3100840,Monmouth Medical Center Southern Campus,2020-05-13,18,1,3,,,,23,1,0,15,11,,,8,2,0,7
3100150,Morristown Medical Center,2020-05-13,92,35,2,,,24.0,22,39,41,153,12,24,2,89,14,4,48
3100020,Newark Beth Israel Medical Center,2020-05-13,90,1,0,,,,2,19,54,165,1,29,3,58,3,0,19
3100280,Newton Medical Center,2020-05-13,21,3,2,,,16.0,0,7,23,39,0,4,1,19,3,0,6
3100510,Overlook Medical Center,2020-05-13,59,11,0,,,21.9,10,17,55,129,8,22,0,40,7,0,36
4PPEPMPH,Penn Medicine Princeton Health - Central Supply,2020-05-13,,,0,,,,,,,,,,,,,,
3100100,Penn Medicine Princeton Medical Center,2020-05-13,43,0,3,,,10.1,3,,5,39,15,,1,27,7,1,9
3101100,RWJ University Hospital Hamilton,2020-05-13,35,9,2,,,,0,6,1,37,11,,,33,0,3,9
3100240,RWJ University Hospital Rahway,2020-05-13,14,16,12,,,,0,0,0,31,9,,,21,1,0,3
3100480,RWJ University Hospital Somerset,2020-05-13,62,1,2,,,,0,1,27,78,23,,,40,6,2,19
RWJB,RWJBarnabas Health - Central Supply,2020-05-13,,,0,,,,,,,,,,,,,,
3100380,Robert Wood Johnson University Hospital,2020-05-13,135,4,16,,,,0,18,9,38,,43,1,96,10,1,36
3100760,Saint Barnabas Medical Center,2020-05-13,118,25,3,,,,40,5,36,89,29,,,114,4,1,33
STC,Saint Clare's Health - Central Supply,2020-05-13,,,0,,,,,,,,,,,,,,
3100500,Saint Clare's Hospital Denville,2020-05-13,22,1,4,,,14.7,3,,4,80,8,0,1,14,4,0,8
3100502,Saint Clare's Hospital Dover,2020-05-13,24,2,2,,,28.9,0,2,7,76,0,7,6,13,2,0,12
3100960,Saint Michael's Medical Center,2020-05-13,25,19,0,,,10.0,,16,,98,,18,,26,10,4,15
3100700,Saint Peter's University Hospital,2020-05-13,68,4,12,,,9.09,,5,21,41,,24,4,44,9,1,14
3100910,Salem Medical Center,2020-05-13,9,18,3,,,9.0,,2,,87,,8,,10,6,0,4
ACS-SecMar,Secaucus Marriott,2020-05-13,27,10,,,,0.0,0,0,130,0,0,0,37,0,3,0,0
3100470,Shore Medical Center,2020-05-13,8,2,0,,,4.8,3,15,13,38,1,2,0,7,1,2,0
3100210,St. Francis Medical Center,2020-05-13,31,1,4,,,,,4,34,62,,11,,21,4,0,6
SJH,St. Joseph's Health - Central Supply,2020-05-13,,,0,,,,,,,,,,,,,,
3100190,St. Joseph's University Medical Center,2020-05-13,143,21,7,,,23.9,0,3,53,195,0,53,34,121,10,4,48
3100191,St. Joseph's Wayne Medical Center,2020-05-13,34,4,2,,,18.1,0,3,25,93,0,13,17,25,3,1,11
3100600,St. Luke's Warren Campus,2020-05-13,8,0,0,,,,,6,,46,,4,,4,1,0,4
3100060,St. Mary's General Hospital,2020-05-13,28,3,1,,,15.24,3,14,9,62,4,11,0,16,5,3,8
3100120,The Valley Hospital,2020-05-13,38,4,0,,,18.0,8,4,21,142,4,10,,31,9,2,7
3100270,Trinitas Regional Medical Center,2020-05-13,50,14,0,,,23.0,,1,,22,,16,,48,7,0,16
3101190,University Hospital,2020-05-13,57,5,0,,,7.5,,17,15,126,23,,1,38,7,0,21
4PPEVHS,Valley Health System - Central Supply,2020-05-13,,,0,,,,,,,,,,,,,,
VHS,Virtua Health System - Central Supply,2020-05-13,,,0,,,,,,,,,,,,,,
3100224,Virtua Marlton,2020-05-13,31,13,14,,,8.51,4,0,,45,5,11,,28,2,0,7
3100570,Virtua Memorial,2020-05-13,55,25,12,,,7.81,13,25,,56,9,17,3,51,17,0,9
3100290,Virtua Our Lady of Lourdes Hospital,2020-05-13,33,16,0,,,14.0,12,27,,45,11,18,,20,4,1,12
3100221,Virtua Voorhees,2020-05-13,58,6,0,,,10.8,8,20,,55,7,18,5,34,7,1,13
3100610,Virtua Willingboro Hospital,2020-05-13,21,8,3,,,4.0,,8,,25,,11,,18,0,0,4
ATL,AtlantiCare - Central Supply,2020-05-14,,,0,,,,,,,,,,,,,,
3100642,AtlantiCare Regional Medical Center City Division,2020-05-14,35,0,10,,,7.0,13,0,18,15,5,0,0,30,6,0,4
3100641,AtlantiCare Regional Medical Center Mainland Division,2020-05-14,44,1,5,,,7.0,11,0,0,25,8,0,0,37,6,1,8
FMSAtlanic,Atlantic City FMS,2020-05-14,9,0,2,,,,,,,18,,,,9,1,,
AHS,Atlantic Health System - Central Supply,2020-05-14,,,0,,,,,,,,,,,,,,
3100580,Bergen New Bridge Medical Center,2020-05-14,20,0,0,,,0.0,0,7,78,94,0,8,4,8,2,1,3
3100110,Cape Regional Health System,2020-05-14,6,6,12,0,8,0.0,0,2,31,12,0,3,1,9,16,2,0
CHS,Capital Health - Central Supply,2020-05-14,,,0,,,,,,,,,,,,,,
3100440,Capital Health Medical Center - Hopewell,2020-05-14,50,1,5,,,14.8,,2,18,32,,16,1,34,5,1,13
3100920,Capital Health Regional Medical Center,2020-05-14,47,7,0,,,9.0,,10,,39,,11,,39,7,3,7
3100250,CarePoint Health Bayonne Medical Center,2020-05-14,19,10,2,,,14.2,0,4,4,32,0,12,0,17,1,0,12
3100160,CarePoint Health Christ Hospital,2020-05-14,43,16,0,,,18.2,0,1,8,56,0,18,0,41,7,0,15
3100400,CarePoint Health Hoboken University Medical Center,2020-05-14,21,11,0,,,18.7,0,7,8,71,0,15,0,17,1,1,9
4PPECPH,CarePoint Heatlh - Central Supply,2020-05-14,,,0,,,,,,,,,,,,,,
4PPECSHS,CentraState Healthcare System - Central Supply,2020-05-14,,,0,,,,,,,,,,,,,,
3101110,CentraState Medical Center,2020-05-14,43,13,0,,,11.16,0,0,7,38,10,8,1,37,4,2,11
3100170,Chilton Medical Center - Atlantic Health System,2020-05-14,20,7,0,,,30.0,0,8,4,39,0,8,0,19,4,1,9
3100090,Clara Maass Medical Center,2020-05-14,79,0,0,,,,0,22,17,46,19,,,60,4,3,17
3100410,Community Medical Center,2020-05-14,83,42,46,,,,,35,9,48,10,,,115,0,0,1
4PPECHS,"Cooper Health System, The - Central Supply",2020-05-14,,,0,,,,,,,,,,,,,,
3100140,Cooper University Health Care,2020-05-14,95,3,4,,,14.61,0,16,0,82,0,40,0,58,8,0,36
3100310,Deborah Heart and Lung Center,2020-05-14,5,2,2,,,5.3,1,1,4,29,0,0,0,7,1,0,1
ACS-EO,East Orange ACS,2020-05-14,12,,0,,,,,,,,,,,,1,,
3100830,East Orange General Hospital,2020-05-14,18,17,0,,,11.0,0,0,0,0,0,13,0,22,2,1,9
FMSEdison,Edison FMS,2020-05-14,13,0,1,,,,,,112,,,,0,,1,0,
3100450,Englewood Hospital,2020-05-14,47,6,1,,,13.1,,9,,58,,17,3,33,9,0,16
HMH,Hackensack Meridian Health - Central Supply,2020-05-14,,,0,,,,,,,,,,,,,,
3101120,Hackensack Meridian Health Bayshore Medical Center,2020-05-14,25,14,0,,,8.86,4,0,0,25,5,0,0,34,2,2,4
3100010,Hackensack Meridian Health Hackensack University Medical Center,2020-05-14,152,19,12,,,13.47,8,0,0,107,89,0,13,74,12,4,68
3101080,Hackensack Meridian Health JFK Medical Center,2020-05-14,117,22,9,,,12.2,8,0,17,68,45,0,1,58,17,2,40
3100730,Hackensack Meridian Health Jersey Shore University Medical Center,2020-05-14,79,10,2,,,15.99,5,0,4,34,32,0,0,59,5,1,11
3100540,Hackensack Meridian Health Mountainside Medical Center,2020-05-14,27,12,3,,,10.0,,12,7,22,,14,,25,3,0,11
3100522,Hackensack Meridian Health Ocean Medical Center,2020-05-14,55,17,4,,,12.53,5,0,10,8,22,0,0,50,3,1,12
3100030,Hackensack Meridian Health Palisades Medical Center,2020-05-14,29,6,1,,,8.55,18,0,25,70,22,0,4,12,5,1,8
3101300,Hackensack Meridian Health Pascack Valley Medical Center,2020-05-14,8,1,0,,,10.0,2,0,0,12,3,,0,8,2,0,2
3100392,Hackensack Meridian Health Raritan Bay Medical Center Old Bridge,2020-05-14,20,9,0,,,7.65,5,0,0,0,3,0,0,26,2,1,3
3100391,Hackensack Meridian Health Raritan Bay Medical Center Perth Amboy,2020-05-14,24,11,0,,,8.92,4,0,0,0,11,0,3,24,2,0,8
3100340,Hackensack Meridian Health Riverview Medical Center,2020-05-14,25,1,0,,,11.47,4,0,17,28,4,0,1,22,1,2,3
3101130,Hackensack Meridian Health Southern Ocean Medical Center,2020-05-14,12,6,0,,,16.09,1,0,4,30,5,0,0,13,1,0,3
3101150,Hackettstown Medical Center,2020-05-14,5,4,0,,,4.5,0,9,0,44,0,4,0,5,2,0,4
3100080,Holy Name Medical Center,2020-05-14,19,118,2,,,,15,38,0,59,5,10,16,92,1,2,6
3101189,Hudson Regional Hospital,2020-05-14,13,3,2,,,8.0,,7,,40,,5,,11,1,1,3
ACS-Hunterd,Hunterdon ACS,2020-05-14,,,0,,,,,,,,,,,,,,
4PPEHHS,Hunterdon Healthcare System - Central Supply,2020-05-14,,,0,,,,,,,,,,,,,,
3100050,Hunterdon Medical Center,2020-05-14,15,34,14,,,25.0,0,10,35,48,0,18,0,31,11,1,7
IMC,Inspira Health - Central Supply,2020-05-14,,,0,,,,,,,,,,,,,,
3100690,Inspira Medical Center Elmer,2020-05-14,3,6,3,,,4.17,0,7,0,101,0,0,0,6,0,0,0
310069A,Inspira Medical Center Mullica Hill,2020-05-14,32,15,3,,,5.19,0,62,0,231,0,7,0,33,6,0,4
3100324,Inspira Medical Center Vineland,2020-05-14,76,35,15,,,6.65,0,17,0,232,0,23,0,56,6,1,27
3100810,Inspira Medical Center Woodbury,2020-05-14,,,0,,,,,,,,,,,,,,
3100862,Jefferson Cherry Hill Hospital,2020-05-14,41,2,0,,,6.5,0,2,11,14,0,8,2,33,1,0,5
KHS,Jefferson Health New Jersey - Central Supply,2020-05-14,,,0,,,,,,,,,,,,,,
3100863,Jefferson Stratford Hospital,2020-05-14,20,4,3,,,6.3,0,1,8,13,0,4,4,16,4,0,0
3100861,Jefferson Washington Township Hospital,2020-05-14,30,2,5,,,3.4,0,14,32,10,0,4,2,26,4,1,2
3100740,Jersey City Medical Center,2020-05-14,36,16,8,,,,0,16,13,71,11,,,41,2,0,12
3100750,Monmouth Medical Center,2020-05-14,26,0,0,,,,0,12,69,23,13,,,13,4,1,9
3100840,Monmouth Medical Center Southern Campus,2020-05-14,17,1,1,,,,18,1,0,15,9,,,9,2,0,7
3100150,Morristown Medical Center,2020-05-14,89,35,7,,,25.3,21,39,41,133,13,24,0,87,9,1,48
3100020,Newark Beth Israel Medical Center,2020-05-14,82,8,9,,,,6,20,95,128,1,28,3,58,8,2,19
3100280,Newton Medical Center,2020-05-14,21,9,9,,,16.0,0,7,29,38,0,6,3,21,3,0,5
3100510,Overlook Medical Center,2020-05-14,54,10,0,,,21.2,10,20,40,134,4,21,0,39,2,1,41
4PPEPMPH,Penn Medicine Princeton Health - Central Supply,2020-05-14,,,0,,,,,,,,,,,,,,
3100100,Penn Medicine Princeton Medical Center,2020-05-14,41,0,5,,,10.4,3,,11,40,13,,1,27,6,1,9
