area,area_title,area_type,naics,naics_title,i_group,own_code,occ_code,occ_title,o_group,tot_emp,emp_prse,jobs_1000,loc_quotient,pct_total,h_mean,a_mean,mean_prse,h_pct10,h_pct25,h_median,h_pct75,h_pct90,a_pct10,a_pct25,a_median,a_pct75,a_pct90,annual,hourly,title,category,county_code,div_code,county_name,population
25020,"Guayama, PR",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,140,25.1,11.862,0.58,,13.7,28490,4.6,9.93,11.29,13.19,15.02,17.96,20650,23480,27430,31250,37370,,,"Guayama, PR",Metropolitan,"['72015', '72057', '72109']","[None, None, None]","['      Arroyo Municipio, PR', '      Guayama Municipio, PR', '      Patillas Municipio, PR']",[]
25060,"Gulfport-Biloxi-Pascagoula, MS",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,3890,5.2,25.9,1.28,,30.07,62540,2.3,21.59,25.46,29.46,34.74,38.96,44900,52960,61270,72270,81050,,,"Gulfport-Biloxi-Pascagoula, MS",Metropolitan,"['28045', '28047', '28131']","[None, None, None]","['      Hancock County, MS', '      Harrison County, MS', '      Stone County, MS']","[47632, 208080, 18336]"
25180,"Hagerstown-Martinsburg, MD-WV",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,2490,4.3,23.728,1.17,,35.31,73440,2,26.45,29.9,34.81,39.36,46.85,55010,62180,72410,81870,97450,,,"Hagerstown-Martinsburg, MD-WV",Metropolitan,"['24043', '54003', '54065']","[None, None, None]","['      Washington County, MD', '      Berkeley County, WV', '      Morgan County, WV']","[151049, 119171, 17884]"
25220,"Hammond, LA",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1230,6.8,27.796,1.37,,32,66550,2,25.12,27.18,30.68,36.5,42.11,52260,56540,63810,75910,87590,,,"Hammond, LA",Metropolitan,,,,
25260,"Hanford-Corcoran, CA",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,**,**,**,**,,51.45,107020,2.2,38.69,43.59,51.09,58.47,67.73,80470,90660,106260,121620,140870,,,"Hanford-Corcoran, CA",Metropolitan,['06031'],[None],"['      Kings County, CA']",[152940]
25420,"Harrisburg-Carlisle, PA",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,8630,5.3,26.194,1.29,,35.46,73760,2.2,27.63,32.29,35.62,39.09,44.36,57470,67150,74100,81300,92260,,,"Harrisburg-Carlisle, PA",Metropolitan,"['42041', '42043', '42099']","[None, None, None]","['      Cumberland County, PA', '      Dauphin County, PA', '      Perry County, PA']","[253370, 278299, 46272]"
25620,"Hattiesburg, MS",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,**,**,**,**,,25.24,52500,2.6,19.29,21.72,25.61,28.85,31.65,40120,45190,53270,60000,65840,,,"Hattiesburg, MS",Metropolitan,"['28035', '28073', '28111']","[None, None, None]","['      Forrest County, MS', '      Lamar County, MS', '      Perry County, MS']","[74897, 63343, 11973]"
25860,"Hickory-Lenoir-Morganton, NC",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,2820,3.3,18.352,0.9,,29.95,62290,1.1,22.97,26.09,29.28,33.8,38.22,47770,54270,60900,70310,79490,,,"Hickory-Lenoir-Morganton, NC",Metropolitan,"['37003', '37023', '37027', '37035']","[None, None, None, None]","['      Alexander County, NC', '      Burke County, NC', '      Caldwell County, NC', '      Catawba County, NC']","[37497, 90485, 82178, 159551]"
25940,"Hilton Head Island-Bluffton-Beaufort, SC",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1220,5.1,15.5,0.76,,33.47,69620,4.1,24.45,27.58,32.15,36.38,39.03,50860,57370,66860,75660,81180,,,"Hilton Head Island-Bluffton-Beaufort, SC",Metropolitan,,,,
25980,"Hinesville, GA",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,170,17.2,9.541,0.47,,33.61,69900,3.5,29.91,31.71,33.5,36.3,38.08,62220,65960,69680,75510,79200,,,"Hinesville, GA",Metropolitan,"['13179', '13183']","[None, None]","['      Liberty County, GA', '      Long County, GA']","[61435, 19559]"
26140,"Homosassa Springs, FL",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,940,31.6,29.217,1.44,,31.32,65140,3.8,23.32,26.5,29.88,36.59,43.91,48510,55120,62150,76100,91340,,,"Homosassa Springs, FL",Metropolitan,,,,
26300,"Hot Springs, AR",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,990,11.5,26.867,1.32,,29.51,61380,1.7,18.65,23.48,28.56,34.36,40.36,38790,48830,59410,71470,83960,,,"Hot Springs, AR",Metropolitan,['05051'],[None],"['      Garland County, AR']",[99386]
26380,"Houma-Thibodaux, LA",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1800,26.1,21.214,1.04,,30.6,63640,1.9,21.13,24.6,29.02,35.54,42.73,43960,51170,60360,73920,88880,,,"Houma-Thibodaux, LA",Metropolitan,"['22057', '22109']","[None, None]","['      Lafourche Parish, LA', '      Terrebonne Parish, LA']",[]
26420,"Houston-The Woodlands-Sugar Land, TX",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,54780,2.9,17.948,0.88,,39.11,81350,0.9,28.62,33.16,38.77,45.6,49.87,59530,68970,80640,94850,103740,,,"Houston-The Woodlands-Sugar Land, TX",Metropolitan,"['48015', '48039', '48071', '48157', '48167', '48201', '48291', '48339', '48407', '48473']","[None, None, None, None, None, None, None, None, None, None]","['      Austin County, TX', '      Brazoria County, TX', '      Chambers County, TX', '      Fort Bend County, TX', '      Galveston County, TX', '      Harris County, TX', '      Liberty County, TX', '      Montgomery County, TX', '      San Jacinto County, TX', '      Waller County, TX']","[30032, 374264, 43837, 811688, 342139, 4713325, 88219, 607391, 28859, 55246]"
26580,"Huntington-Ashland, WV-KY-OH",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,4850,12.3,37.385,1.84,,30.89,64240,2.5,24.29,26.63,30.13,35.83,39.9,50520,55380,62680,74530,83000,,,"Huntington-Ashland, WV-KY-OH",Metropolitan,"['21019', '21089', '39087', '54011', '54099']","[None, None, None, None, None]","['      Boyd County, KY', '      Greenup County, KY', '      Lawrence County, OH', '      Cabell County, WV', '      Wayne County, WV']","[46718, 35098, 59463, 91945, 39402]"
26620,"Huntsville, AL",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,5000,2.1,21.47,1.06,,27.81,57850,2,20.06,22.94,27.45,32.43,37.06,41730,47710,57100,67460,77090,,,"Huntsville, AL",Metropolitan,"['01083', '01089']","[None, None]","['      Limestone County, AL', '      Madison County, AL']","[98915, 372909]"
26820,"Idaho Falls, ID",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1230,5.7,18.39,0.91,,29.68,61740,2.9,21.7,26.01,29.57,34.51,38.32,45140,54100,61510,71770,79710,,,"Idaho Falls, ID",Metropolitan,"['16019', '16051']","[None, None]","['      Bonneville County, ID', '      Jefferson County, ID']","[119062, 29871]"
26900,"Indianapolis-Carmel-Anderson, IN",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,26670,4.3,25.214,1.24,,34.11,70960,1.2,25.43,27.89,32.25,38.44,46.49,52890,58020,67070,79950,96700,,,"Indianapolis-Carmel-Anderson, IN",Metropolitan,"['18011', '18013', '18057', '18059', '18063', '18081', '18097', '18109', '18133', '18145']","[None, None, None, None, None, None, None, None, None, None]","['      Boone County, IN', '      Brown County, IN', '      Hamilton County, IN', '      Hancock County, IN', '      Hendricks County, IN', '      Johnson County, IN', '      Marion County, IN', '      Morgan County, IN', '      Putnam County, IN', '      Shelby County, IN']","[67843, 15092, 338011, 78168, 170311, 158167, 964582, 70489, 37576, 44729]"
26980,"Iowa City, IA",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,3600,1.4,39.228,1.93,,33.14,68920,2.4,26.29,28.23,31.44,37.49,43.37,54680,58710,65390,77970,90200,,,"Iowa City, IA",Metropolitan,"['19103', '19183']","[None, None]","['      Johnson County, IA', '      Washington County, IA']","[151140, 21965]"
27060,"Ithaca, NY",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,970,32.2,19.402,0.96,,30.54,63520,3.6,21.29,24.79,29.23,35.18,42.37,44290,51560,60790,73170,88130,,,"Ithaca, NY",Metropolitan,['36109'],[None],"['      Tompkins County, NY']",[102180]
27100,"Jackson, MI",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1420,6,25.329,1.25,,*,*,*,*,*,*,*,*,*,*,*,*,*,,,"Jackson, MI",Metropolitan,['26075'],[None],"['      Jackson County, MI']",[158510]
27140,"Jackson, MS",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,9030,4.8,34.072,1.68,,30.88,64230,2.2,20.92,24.84,30.58,36.6,42.09,43510,51660,63610,76140,87550,,,"Jackson, MS",Metropolitan,"['28029', '28049', '28089', '28121', '28127']","[None, None, None, None, None]","['      Copiah County, MS', '      Hinds County, MS', '      Madison County, MS', '      Rankin County, MS', '      Simpson County, MS']","[28065, 231840, 106272, 155271, 26658]"
27180,"Jackson, TN",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1970,6.1,29.872,1.47,,27.64,57490,2.6,20.61,24.23,27.82,31.3,36.57,42860,50400,57860,65100,76060,,,"Jackson, TN",Metropolitan,"['47023', '47113']","[None, None]","['      Chester County, TN', '      Madison County, TN']","[17297, 97984]"
27260,"Jacksonville, FL",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,14800,5.5,21.042,1.04,,31.78,66100,2,23.64,26.5,30.04,35.52,40.18,49170,55110,62480,73880,83560,,,"Jacksonville, FL",Metropolitan,"['12003', '12019', '12031', '12089', '12109']","[None, None, None, None, None]","['      Baker County, FL', '      Clay County, FL', '      Duval County, FL', '      Nassau County, FL', '      St. Johns County, FL']","[29210, 219252, 957755, 88625]"
27340,"Jacksonville, NC",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,730,5,15.407,0.76,,31.07,64630,2.1,22.66,26.28,30.39,35.31,40.01,47140,54660,63210,73450,83220,,,"Jacksonville, NC",Metropolitan,['37133'],[None],"['      Onslow County, NC']",[197938]
27500,"Janesville-Beloit, WI",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1670,18.1,24.914,1.23,,33.38,69440,2.6,25.59,28.7,33.21,37.46,43.16,53230,59700,69070,77910,89770,,,"Janesville-Beloit, WI",Metropolitan,['55105'],[None],"['      Rock County, WI']",[163354]
27620,"Jefferson City, MO",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1440,18.4,19.447,0.96,,29.08,60480,3.2,21.19,24.52,28.06,32.85,37.93,44080,51010,58370,68330,78900,,,"Jefferson City, MO",Metropolitan,"['29027', '29051', '29135', '29151']","[None, None, None, None]","['      Callaway County, MO', '      Cole County, MO', '      Moniteau County, MO', '      Osage County, MO']","[44743, 76745, 16132, 13615]"
27740,"Johnson City, TN",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,2800,9.2,36.108,1.78,,29.47,61290,3.4,20.92,24.41,28.62,33.46,39.22,43510,50770,59530,69600,81590,,,"Johnson City, TN",Metropolitan,"['47019', '47171', '47179']","[None, None, None]","['      Carter County, TN', '      Unicoi County, TN', '      Washington County, TN']","[56391, 17883, 129375]"
27780,"Johnstown, PA",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1500,23.5,29.473,1.45,,30.4,63220,1.7,24.08,26.4,29.23,33.63,40.93,50080,54920,60800,69950,85130,,,"Johnstown, PA",Metropolitan,['42021'],[None],"['      Cambria County, PA']",[130192]
27860,"Jonesboro, AR",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1570,16.9,27.479,1.35,,29.48,61320,2.9,21.33,25.18,28.69,33.02,39.06,44370,52370,59680,68680,81240,,,"Jonesboro, AR",Metropolitan,"['05031', '05111']","[None, None]","['      Craighead County, AR', '      Poinsett County, AR']","[110332, 23528]"
27900,"Joplin, MO",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,2390,44.2,29.578,1.46,,22.42,46640,10.6,13.48,16.39,21.35,27.66,34.68,28040,34100,44400,57540,72130,,,"Joplin, MO",Metropolitan,"['29097', '29145']","[None, None]","['      Jasper County, MO', '      Newton County, MO']","[121328, 58236]"
28100,"Kankakee, IL",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1400,6.7,31.266,1.54,,33.83,70370,2.1,24.6,27.47,32.81,40.51,46.99,51160,57140,68240,84260,97740,,,"Kankakee, IL",Metropolitan,['17091'],[None],"['      Kankakee County, IL']",[109862]
28140,"Kansas City, MO-KS",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,26420,5.5,24.522,1.21,,32.76,68130,1.1,24.06,27.33,32.19,37.56,44.02,50050,56850,66950,78130,91560,,,"Kansas City, MO-KS",Metropolitan,"['20059', '20091', '20103', '20107', '20121', '20209', '29013', '29025', '29037', '29047', '29049', '29095', '29107', '29165', '29177']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","['      Franklin County, KS', '      Johnson County, KS', '      Leavenworth County, KS', '      Linn County, KS', '      Miami County, KS', '      Wyandotte County, KS', '      Bates County, MO', '      Caldwell County, MO', '      Cass County, MO', '      Clay County, MO', '      Clinton County, MO', '      Jackson County, MO', '      Lafayette County, MO', '      Platte County, MO', '      Ray County, MO']","[25544, 602401, 81758, 9703, 34237, 165429, 16172, 9020, 105780, 249948, 20387, 703011, 32708, 104418, 23018]"
28420,"Kennewick-Richland, WA",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,2080,24.9,17.588,0.87,,37.88,78790,1.4,27.45,31.49,36.54,43.44,51.17,57110,65510,76010,90350,106430,,,"Kennewick-Richland, WA",Metropolitan,"['53005', '53021']","[None, None]","['      Benton County, WA', '      Franklin County, WA']","[204390, 95222]"
28660,"Killeen-Temple, TX",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,3390,10.7,24.031,1.18,,34.36,71460,4.1,24.97,28.13,34.06,39.69,46.01,51930,58510,70850,82550,95690,,,"Killeen-Temple, TX",Metropolitan,"['48027', '48099', '48281']","[None, None, None]","['      Bell County, TX', '      Coryell County, TX', '      Lampasas County, TX']","[362924, 75951, 21428]"
28700,"Kingsport-Bristol-Bristol, TN-VA",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,2610,7.4,22.569,1.11,,27.08,56330,1.6,19.97,22.29,26.3,30.36,36.34,41530,46360,54710,63140,75590,,,"Kingsport-Bristol-Bristol, TN-VA",Metropolitan,"['47073', '47163', '51169', '51191', '51520']","[None, None, None, None, None]","['      Hawkins County, TN', '      Sullivan County, TN', '      Scott County, VA', '      Washington County, VA', '      Bristol city, VA']","[56786, 158348, 21566, 53740]"
28740,"Kingston, NY",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1140,8.7,18.862,0.93,,36.54,76000,2,27.12,32.07,36.24,40.77,47.19,56400,66710,75390,84790,98150,,,"Kingston, NY",Metropolitan,['36111'],[None],"['      Ulster County, NY']",[177573]
28940,"Knoxville, TN",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,7890,11.4,20.671,1.02,,28.43,59140,1.5,20.32,23.41,28.02,32.76,37.49,42260,48680,58280,68130,77980,,,"Knoxville, TN",Metropolitan,"['47001', '47009', '47093', '47105', '47173']","[None, None, None, None, None]","['      Anderson County, TN', '      Blount County, TN', '      Knox County, TN', '      Loudon County, TN', '      Union County, TN']","[76978, 133088, 470313, 54068, 19972]"
29020,"Kokomo, IN",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,860,11.9,22.59,1.11,,31.96,66470,2.2,25.18,27.65,31.69,36.04,38.87,52380,57520,65910,74960,80850,,,"Kokomo, IN",Metropolitan,"['18067', '18159']","[None, None]","['      Howard County, IN', '      Tipton County, IN']","[82544, 15148]"
29100,"La Crosse-Onalaska, WI-MN",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,2990,17.8,39.124,1.93,,35.03,72870,2.6,27.34,31.14,34.84,38.55,44.82,56860,64770,72460,80190,93230,,,"La Crosse-Onalaska, WI-MN",Metropolitan,"['27055', '55063']","[None, None]","['      Houston County, MN', '      La Crosse County, WI']","[18600, 118016]"
29180,"Lafayette, LA",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,3510,6.5,17.67,0.87,,29.3,60940,2,20.62,24.28,28.64,34.4,39.07,42890,50490,59580,71540,81260,,,"Lafayette, LA",Metropolitan,"['22055', '22099']","[None, None]","['      Lafayette Parish, LA', '      St. Martin Parish, LA']",[]
29200,"Lafayette-West Lafayette, IN",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1920,3.6,20.444,1.01,,32.34,67260,1.8,25.08,27.37,31.23,37.06,43.26,52170,56920,64950,77080,89980,,,"Lafayette-West Lafayette, IN",Metropolitan,,,,
29340,"Lake Charles, LA",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1770,11.4,15.275,0.75,,29.58,61530,1.4,22.51,25.86,29.01,33.41,37.68,46810,53800,60340,69500,78380,,,"Lake Charles, LA",Metropolitan,"['22019', '22023']","[None, None]","['      Calcasieu Parish, LA', '      Cameron Parish, LA']",[]
29420,"Lake Havasu City-Kingman, AZ",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1070,13.7,21.069,1.04,,33.39,69450,2.7,24.31,27.14,33.1,38.84,45.51,50570,56450,68850,80790,94660,,,"Lake Havasu City-Kingman, AZ",Metropolitan,,,,
29460,"Lakeland-Winter Haven, FL",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,3860,8.9,16.775,0.83,,30.42,63260,2.6,24.52,26.71,29.21,31.91,38.09,51000,55550,60760,66380,79220,,,"Lakeland-Winter Haven, FL",Metropolitan,['12105'],[None],"['      Polk County, FL']",[724777]
29540,"Lancaster, PA",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,5050,26.3,20.275,1,,33.56,69800,2.1,26.15,29.63,33.87,37.47,39.74,54390,61630,70450,77940,82660,,,"Lancaster, PA",Metropolitan,['42071'],[None],"['      Lancaster County, PA']",[545724]
29620,"Lansing-East Lansing, MI",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,3910,4,18.058,0.89,,36.36,75630,2.4,27.18,31.39,36.05,41.57,46.45,56530,65290,74990,86460,96620,,,"Lansing-East Lansing, MI",Metropolitan,"['26037', '26045', '26065']","[None, None, None]","['      Clinton County, MI', '      Eaton County, MI', '      Ingham County, MI']","[79595, 110268, 292406]"
29700,"Laredo, TX",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1290,22.9,12.325,0.61,,35.46,73750,5.2,25.68,28.4,33.14,37.62,41.69,53410,59080,68920,78250,86720,,,"Laredo, TX",Metropolitan,['48479'],[None],"['      Webb County, TX']",[276652]
29740,"Las Cruces, NM",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1270,10.7,17.876,0.88,,32.75,68120,3.4,24.72,28.3,33.26,37.72,43.11,51410,58870,69180,78460,89670,,,"Las Cruces, NM",Metropolitan,['35013'],[None],"['      Dona Ana County, NM']",[]
29820,"Las Vegas-Henderson-Paradise, NV",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,17210,8.8,16.87,0.83,,43.91,91330,1.9,32.04,36.53,43.71,50.92,58.71,66650,75980,90910,105920,122110,,,"Las Vegas-Henderson-Paradise, NV",Metropolitan,['32003'],[None],"['      Clark County, NV']",[2266715]
29940,"Lawrence, KS",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,760,5.5,15.537,0.77,,28.97,60270,4.1,22.05,25.49,28.99,33.42,36.94,45860,53020,60290,69520,76830,,,"Lawrence, KS",Metropolitan,['20045'],[None],"['      Douglas County, KS']",[122259]
30020,"Lawton, OK",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,900,20.6,21.23,1.05,,27.06,56290,5.6,13.21,20.44,27.84,34.51,38.46,27470,42510,57900,71780,79990,,,"Lawton, OK",Metropolitan,['40031'],[None],"['      Comanche County, OK']",[120749]
30140,"Lebanon, PA",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1340,27.6,26.563,1.31,,34.81,72410,1.7,26.41,30.39,34.68,38.99,45.22,54930,63200,72140,81110,94050,,,"Lebanon, PA",Metropolitan,['42075'],[None],"['      Lebanon County, PA']",[141793]
30300,"Lewiston, ID-WA",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,860,15.6,32.565,1.6,,35.95,74770,5.3,24.67,28.19,35.09,44.26,52.35,51320,58630,73000,92060,108890,,,"Lewiston, ID-WA",Metropolitan,"['16069', '53003']","[None, None]","['      Nez Perce County, ID', '      Asotin County, WA']","[40408, 22582]"
30460,"Lexington-Fayette, KY",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,7400,13.1,27.107,1.34,,30.12,62660,2.2,21.36,25.01,29.43,35.11,39.03,44440,52010,61210,73030,81190,,,"Lexington-Fayette, KY",Metropolitan,"['21017', '21049', '21067', '21113', '21209', '21239']","[None, None, None, None, None, None]","['      Bourbon County, KY', '      Clark County, KY', '      Fayette County, KY', '      Jessamine County, KY', '      Scott County, KY', '      Woodford County, KY']","[19788, 36263, 323152, 54115, 57004, 26734]"
30620,"Lima, OH",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,1830,37.2,36.293,1.79,,33.06,68770,3.1,24.89,30.87,33.69,36.57,38.32,51770,64210,70080,76070,79720,,,"Lima, OH",Metropolitan,['39003'],[None],"['      Allen County, OH']",[102351]
30700,"Lincoln, NE",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,4130,7.6,22.749,1.12,,31.68,65900,1.3,24.55,27.17,30.78,36.23,40.22,51060,56510,64020,75370,83670,,,"Lincoln, NE",Metropolitan,"['31109', '31159']","[None, None]","['      Lancaster County, NE', '      Seward County, NE']","[319090, 17284]"
30780,"Little Rock-North Little Rock-Conway, AR",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,9380,6.5,26.78,1.32,,31.87,66300,2.3,24.36,27.19,31.56,36.19,39.69,50680,56560,65630,75280,82560,,,"Little Rock-North Little Rock-Conway, AR",Metropolitan,"['05045', '05053', '05085', '05105', '05119', '05125']","[None, None, None, None, None, None]","['      Faulkner County, AR', '      Grant County, AR', '      Lonoke County, AR', '      Perry County, AR', '      Pulaski County, AR', '      Saline County, AR']","[126007, 18265, 73309, 10455, 391911, 122437]"
30860,"Logan, UT-ID",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,810,13,14.093,0.69,,30.27,62970,1.9,22.12,26.18,29.73,35.11,39.32,46000,54460,61840,73040,81780,,,"Logan, UT-ID",Metropolitan,"['16041', '49005']","[None, None]","['      Franklin County, ID', '      Cache County, UT']","[13876, 128289]"
30980,"Longview, TX",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,2330,11.4,24.648,1.21,,29.7,61770,2.9,20.4,24.95,29.95,35.44,38.84,42430,51890,62290,73720,80790,,,"Longview, TX",Metropolitan,"['48183', '48401', '48459']","[None, None, None]","['      Gregg County, TX', '      Rusk County, TX', '      Upshur County, TX']","[123945, 54406, 41753]"
31020,"Longview, WA",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,**,**,**,**,,33.58,69850,10.3,20.62,22.81,32.31,40.45,54.7,42890,47450,67200,84130,113770,,,"Longview, WA",Metropolitan,['53015'],[None],"['      Cowlitz County, WA']",[110593]
31080,"Los Angeles-Long Beach-Anaheim, CA",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,111780,4.6,17.914,0.88,,51.05,106190,1.1,33.63,42.05,50.94,61.16,71.97,69940,87470,105950,127220,149690,,,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan,,,,
31140,"Louisville/Jefferson County, KY-IN",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,14750,8.5,22.474,1.11,,31.11,64700,1.4,22.89,26.38,30.72,35.92,39.2,47620,54870,63900,74720,81530,,,"Louisville/Jefferson County, KY-IN",Metropolitan,"['18019', '18043', '18061', '18175', '21029', '21103', '21111', '21163', '21179', '21185', '21211', '21215', '21223']","[None, None, None, None, None, None, None, None, None, None, None, None, None]","['      Clark County, IN', '      Floyd County, IN', '      Harrison County, IN', '      Washington County, IN', '      Bullitt County, KY', '      Henry County, KY', '      Jefferson County, KY', '      Meade County, KY', '      Nelson County, KY', '      Oldham County, KY', '      Shelby County, KY', '      Spencer County, KY', '      Trimble County, KY']","[118302, 78522, 40515, 28036, 81676, 16126, 766757, 28572, 46233, 66799, 49024, 19351, 8471]"
31180,"Lubbock, TX",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,3730,5.3,25.718,1.27,,33.7,70090,1.8,25.53,27.65,31.19,39.22,47.47,53100,57500,64870,81590,98740,,,"Lubbock, TX",Metropolitan,"['48107', '48303']","[None, None]","['      Crosby County, TX', '      Lubbock County, TX']","[5737, 310569]"
31340,"Lynchburg, VA",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,2300,31.6,22.286,1.1,,30.4,63230,1.8,21.57,25.93,30.61,35.24,38.18,44870,53930,63670,73300,79410,,,"Lynchburg, VA",Metropolitan,"['51009', '51011', '51019', '51031', '51515', '51680']","[None, None, None, None, None, None]","['      Amherst County, VA', '      Appomattox County, VA', '      Bedford County, VA', '      Campbell County, VA', '      Bedford city, VA', '      Lynchburg city, VA']","[31605, 15911, 78997, 54885]"
31420,"Macon, GA",4.0,0.0,Cross-industry,cross-industry,1235.0,29-1141,Registered Nurses,detailed,2790,4.4,28.132,1.39,,32.22,67010,2,25.1,27.33,31.15,35.83,38.82,52200,56850,64790,74530,80740,,,"Macon, GA",Metropolitan,"['13021', '13079', '13169', '13207', '13289']","[None, None, None, None, None]","['      Bibb County, GA', '      Crawford County, GA', '      Jones County, GA', '      Monroe County, GA', '      Twiggs County, GA']","[153159, 12404, 28735, 27578, 8120]"
